qseqid	sseqid	pident	qcovs	qlen	slen	length	bitscore	evalue
Nematostella|LOC116601214	Xenia|LOC124433366	41.062	88	1281	677	565	429.0	2.97e-135
Nematostella|LOC116601217	Xenia|LOC124441647	35.783	64	477	895	313	188.0	3.66e-52
Nematostella|LOC116601218	Xenia|LOC124445395	22.892	96	385	8419	415	45.4	3.76e-05
Nematostella|LOC116601219	Xenia|LOC124441248	29.483	79	397	933	329	129.0	1.15e-32
Nematostella|LOC116601221	Xenia|LOC124445629	22.148	89	310	334	298	48.5	1.31e-06
Nematostella|LOC116601227	Xenia|LOC124455007	41.758	65	271	223	182	130.0	5.98e-37
Nematostella|LOC116601228	Xenia|LOC124454848	38.626	97	1076	1068	1077	736.0	0.0
Nematostella|LOC116601234	Xenia|LOC124456933	34.607	81	578	516	471	244.0	3.5099999999999997e-74
Nematostella|LOC116601237	Xenia|LOC124433322	34.653	53	1239	3197	606	261.0	5.13e-71
Nematostella|LOC116601241	Xenia|LOC124448166	43.276	99	387	376	409	305.0	1.71e-101
Nematostella|LOC116601242	Xenia|LOC124437768	40.541	19	193	2214	37	29.3	1.3
Nematostella|LOC116601243	Xenia|LOC124445150	19.643	79	574	7765	504	47.0	2.26e-05
Nematostella|LOC116601244	Xenia|LOC124448661	27.381	18	443	484	84	36.6	0.022
Nematostella|LOC116601245	Xenia|LOC124449057	46.132	86	405	1238	349	352.0	3.08e-111
Nematostella|LOC116601253	Xenia|LOC124451919	36.986	94	229	250	219	125.0	1.83e-35
Nematostella|LOC116601353	Xenia|LOC124447134	30.018	26	2043	641	563	243.0	3.92e-68
Nematostella|LOC116601357	Xenia|LOC124440777	25.637	81	2238	3863	1884	534.0	4.42e-154
Nematostella|LOC116601367	Xenia|LOC124449767	33.058	38	315	270	121	53.5	2.24e-08
Nematostella|LOC116601368	Xenia|LOC124433402	49.306	90	1839	1558	1657	1504.0	0.0
Nematostella|LOC116601370	Xenia|LOC124441822	37.5	68	94	405	64	30.4	0.087
Nematostella|LOC116601376	Xenia|LOC124445421	45.736	31	411	809	129	141.0	1.57e-36
Nematostella|LOC116601377	Xenia|LOC124437726	29.412	33	208	931	68	27.7	5.2
Nematostella|LOC116601378	Xenia|LOC124455878	29.885	31	241	204	87	29.3	1.3
Nematostella|LOC116601379	Xenia|LOC124440277	47.368	10	386	1000	38	32.7	0.35
Nematostella|LOC116601388	Xenia|LOC124445378	37.143	74	182	194	140	89.7	8.789999999999999e-23
Nematostella|LOC116601389	Xenia|LOC124439726	38.462	85	376	331	325	218.0	2.84e-68
Nematostella|LOC116601390	Xenia|LOC124441882	29.07	34	220	248	86	29.6	1.0
Nematostella|LOC116601392	Xenia|LOC124439339	22.936	50	400	539	218	40.0	0.002
Nematostella|LOC116601394	Xenia|LOC124436800	33.846	29	227	271	65	44.3	1.41e-05
Nematostella|LOC116601395	Xenia|LOC124443113	31.373	34	149	395	51	26.2	6.3
Nematostella|LOC116601396	Xenia|LOC124445150	21.465	87	414	7765	396	38.9	0.005
Nematostella|LOC116601398	Xenia|LOC124449767	32.231	38	315	270	121	52.0	8.85e-08
Nematostella|LOC116601405	Xenia|LOC124437015	38.71	29	450	1113	62	49.7	2.01e-06
Nematostella|LOC116601409	Xenia|LOC124449245	33.333	28	109	1119	39	25.0	9.4
Nematostella|LOC116601410	Xenia|LOC124433580	42.489	91	494	510	466	404.0	5.8799999999999995e-137
Nematostella|LOC116601412	Xenia|LOC124439129	24.051	32	217	671	79	31.2	0.41
Nematostella|LOC116601414	Xenia|LOC124437854	28.333	33	176	1569	60	28.1	2.5
Nematostella|LOC116601415	Xenia|LOC124450608	25.989	94	178	178	177	48.9	1.17e-07
Nematostella|LOC116601421	Xenia|LOC124433319	53.147	23	613	207	143	157.0	1.2e-44
Nematostella|LOC116601425	Xenia|LOC124442558	33.333	64	141	602	90	45.8	1.42e-06
Nematostella|LOC116601431	Xenia|LOC124454721	48.855	66	196	663	131	134.0	6.570000000000001e-37
Nematostella|LOC116601433	Xenia|LOC124440269	26.389	7	1907	599	144	33.9	0.83
Nematostella|LOC116601434	Xenia|LOC124450721	33.52	93	360	339	358	174.0	1.6e-51
Nematostella|LOC116601437	Xenia|LOC124435937	25.946	82	429	495	370	113.0	1.6900000000000003e-27
Nematostella|LOC116601438	Xenia|LOC124449429	23.784	24	1520	2816	370	69.7	1.14e-11
Nematostella|LOC116601441	Xenia|LOC124452232	50.0	62	119	127	74	79.7	1.79e-20
Nematostella|LOC116601443	Xenia|LOC124433281	41.754	99	1872	2308	1916	1398.0	0.0
Nematostella|LOC116601445	Xenia|LOC124442802	53.17	70	1540	1185	1104	1138.0	0.0
Nematostella|LOC116601446	Xenia|LOC124440529	28.571	96	1221	1243	1225	496.0	8.94e-155
Nematostella|LOC116601447	Xenia|LOC124445355	26.23	54	225	374	122	31.2	0.33
Nematostella|LOC116601449	Xenia|LOC124446565	29.431	33	1077	477	299	93.2	9.27e-20
Nematostella|LOC116601450	Xenia|LOC124457416	34.615	99	372	388	390	206.0	2.36e-63
Nematostella|LOC116601451	Xenia|LOC124437103	26.829	82	90	522	82	33.1	0.009
Nematostella|LOC116601453	Xenia|LOC124453571	31.034	10	591	4529	58	32.3	0.82
Nematostella|LOC116601455	Xenia|LOC124450252	46.106	64	496	443	321	276.0	4.67e-88
Nematostella|LOC116601459	Xenia|LOC124450618	45.538	55	583	441	325	302.0	5.13e-97
Nematostella|LOC116601466	Xenia|LOC124446478	70.505	99	1344	1349	1346	2054.0	0.0
Nematostella|LOC116601469	Xenia|LOC124444489	27.317	62	322	316	205	62.8	3e-11
Nematostella|LOC116601470	Xenia|LOC124459418	61.039	35	442	157	154	214.0	1.12e-68
Nematostella|LOC116601474	Xenia|LOC124447183	34.091	10	855	350	88	59.7	2.08e-09
Nematostella|LOC116601475	Xenia|LOC124449684	41.414	89	222	250	198	161.0	2.21e-49
Nematostella|LOC116601476	Xenia|LOC124445642	74.155	99	415	416	414	624.0	0.0
Nematostella|LOC116601479	Xenia|LOC124434328	28.881	45	577	1412	277	92.8	1.22e-19
Nematostella|LOC116601481	Xenia|LOC124442617	28.736	17	502	106	87	54.3	2.47e-09
Nematostella|LOC116601482	Xenia|LOC124436906	28.889	32	260	477	90	30.4	0.9
Nematostella|LOC116601490	Xenia|LOC124451061	55.036	100	266	281	278	289.0	1.66e-98
Nematostella|LOC116601495	Xenia|LOC124450873	40.426	8	520	117	47	30.4	0.7
Nematostella|LOC116601498	Xenia|LOC124440481	48.077	21	756	172	156	159.0	2.5299999999999998e-45
Nematostella|LOC116601501	Xenia|LOC124451968	26.859	20	1951	1077	417	112.0	1.19e-24
Nematostella|LOC116601507	Xenia|LOC124453011	23.0	38	248	522	100	30.8	0.52
Nematostella|LOC116601508	Xenia|LOC124453549	49.02	38	263	223	102	98.2	5.9e-25
Nematostella|LOC116601510	Xenia|LOC124441475	32.908	59	1924	820	392	192.0	4.85e-50
Nematostella|LOC116601513	Xenia|LOC124453198	32.673	81	350	382	303	107.0	1.73e-26
Nematostella|LOC116601516	Xenia|LOC124453121	46.479	86	78	88	71	57.8	5.02e-13
Nematostella|LOC116601518	Xenia|LOC124440195	52.0	67	207	226	150	128.0	3.38e-37
Nematostella|LOC116601521	Xenia|LOC124439350	40.0	71	106	1027	75	51.2	6.47e-09
Nematostella|LOC116601522	Xenia|LOC124433815	32.558	22	391	2162	86	44.7	6.08e-05
Nematostella|LOC116601524	Xenia|LOC124452753	30.496	66	213	206	141	51.6	2.73e-08
Nematostella|LOC116601525	Xenia|LOC124440315	34.624	28	1433	466	439	205.0	2.67e-57
Nematostella|LOC116601527	Xenia|LOC124444460	24.658	73	380	322	292	73.2	1.62e-14
Nematostella|LOC116601529	Xenia|LOC124437344	46.429	6	906	379	56	53.1	2.96e-07
Nematostella|LOC116601532	Xenia|LOC124454785	27.778	78	125	395	108	28.1	1.2
Nematostella|LOC116601533	Xenia|LOC124438363	29.885	26	1259	769	348	145.0	1.39e-35
Nematostella|LOC116601534	Xenia|LOC124443669	63.441	49	375	186	186	264.0	2.04e-88
Nematostella|LOC116601539	Xenia|LOC124452136	51.111	13	358	1049	45	53.5	9.29e-08
Nematostella|LOC116601541	Xenia|LOC124445761	29.851	20	968	611	201	89.4	2.25e-18
Nematostella|LOC116601542	Xenia|LOC124446781	29.655	43	1269	4957	580	75.5	1.49e-13
Nematostella|LOC116601545	Xenia|LOC124449593	31.119	69	996	1362	572	244.0	1.4700000000000002e-66
Nematostella|LOC116601550	Xenia|LOC124434469	21.333	39	194	527	75	29.3	1.3
Nematostella|LOC116601557	Xenia|LOC124435931	49.53	82	390	399	319	320.0	3.0000000000000003e-107
Nematostella|LOC116601562	Xenia|LOC124434931	29.878	76	420	889	164	67.8	3.46e-12
Nematostella|LOC116601563	Xenia|LOC124452479	52.367	97	661	679	676	677.0	0.0
Nematostella|LOC116601565	Xenia|LOC124453168	36.207	71	469	402	348	172.0	3.1e-49
Nematostella|LOC116601583	Xenia|LOC124451356	48.438	98	262	1347	256	254.0	1.85e-77
Nematostella|LOC116601584	Xenia|LOC124457140	30.769	18	284	155	52	37.4	0.002
Nematostella|LOC116601589	Xenia|LOC124436866	56.396	75	1197	1262	899	1030.0	0.0
Nematostella|LOC116601592	Xenia|LOC124459478	32.941	20	418	812	85	31.6	0.7
Nematostella|LOC116601594	Xenia|LOC124437185	46.154	95	546	534	520	461.0	2.86e-158
Nematostella|LOC116601598	Xenia|LOC124436667	33.588	91	423	373	393	187.0	8.95e-56
Nematostella|LOC116601599	Xenia|LOC124436635	52.055	51	142	125	73	90.5	1.87e-24
Nematostella|LOC116601600	Xenia|LOC124437661	64.583	100	96	106	96	134.0	8.610000000000001e-43
Nematostella|LOC116601605	Xenia|LOC124436404	58.824	96	211	203	204	246.0	1.66e-83
Nematostella|LOC116601609	Xenia|LOC124445415	33.333	68	106	949	72	29.3	0.3
Nematostella|LOC116601613	Xenia|LOC124435849	30.769	51	1030	680	559	238.0	4.6399999999999994e-67
Nematostella|LOC116601618	Xenia|LOC124437598	94.805	99	78	78	77	145.0	1.2100000000000002e-47
Nematostella|LOC116601619	Xenia|LOC124435869	55.452	99	320	326	321	386.0	1.88e-135
Nematostella|LOC116601632	Xenia|LOC124447516	50.16	75	418	368	313	336.0	2.07e-113
Nematostella|LOC116601633	Xenia|LOC124440942	29.487	22	334	218	78	28.9	2.5
Nematostella|LOC116601638	Xenia|LOC124445106	28.72	82	346	311	289	119.0	3.32e-31
Nematostella|LOC116601640	Xenia|LOC124441404	29.851	38	644	1074	268	84.3	7.03e-17
Nematostella|LOC116601842	Xenia|LOC124446911	45.679	26	313	3578	81	73.6	2.27e-14
Nematostella|LOC116601843	Xenia|LOC124445497	27.397	81	252	1710	219	45.4	1.31e-05
Nematostella|LOC116601844	Xenia|LOC124445250	40.035	42	1348	585	572	408.0	3.44e-128
Nematostella|LOC116601846	Xenia|LOC124442689	25.385	53	238	410	130	32.7	0.12
Nematostella|LOC116601851	Xenia|LOC124446391	54.93	93	76	79	71	81.6	1.36e-22
Nematostella|LOC116601852	Xenia|LOC124449482	81.212	99	1125	1135	1139	1894.0	0.0
Nematostella|LOC116601854	Xenia|LOC124452598	20.063	74	369	562	319	38.1	0.006
Nematostella|LOC116601858	Xenia|LOC124451679	25.483	79	1027	1720	828	162.0	2.25e-40
Nematostella|LOC116601864	Xenia|LOC124447295	30.522	98	3015	3071	2988	1191.0	0.0
Nematostella|LOC116601868	Xenia|LOC124452308	24.138	50	342	225	174	62.8	1.29e-11
Nematostella|LOC116601871	Xenia|LOC124457416	38.71	85	437	388	248	172.0	2.11e-49
Nematostella|LOC116601872	Xenia|LOC124445604	73.745	100	259	257	259	411.0	3.13e-147
Nematostella|LOC116601875	Xenia|LOC124456134	40.0	2	2209	159	45	32.3	1.0
Nematostella|LOC116601877	Xenia|LOC124439284	54.815	22	624	435	135	176.0	5.3e-49
Nematostella|LOC116601878	Xenia|LOC124438527	26.829	24	315	572	82	29.6	2.1
Nematostella|LOC116601880	Xenia|LOC124438169	28.235	46	181	866	85	29.6	0.92
Nematostella|LOC116601882	Xenia|LOC124438527	26.667	27	315	572	90	32.0	0.34
Nematostella|LOC116601884	Xenia|LOC124449253	27.778	35	801	347	288	114.0	9.65e-28
Nematostella|LOC116601886	Xenia|LOC124438771	34.177	36	255	3278	79	32.3	0.21
Nematostella|LOC116601888	Xenia|LOC124444638	22.509	72	365	354	271	69.3	3.26e-13
Nematostella|LOC116601889	Xenia|LOC124444703	31.818	18	312	997	66	29.3	2.7
Nematostella|LOC116601890	Xenia|LOC124440591	22.628	82	151	313	137	27.7	2.1
Nematostella|LOC116601893	Xenia|LOC124452309	25.0	41	1192	2009	512	86.7	4.87e-17
Nematostella|LOC116601894	Xenia|LOC124452309	24.172	63	852	2009	513	84.7	1.07e-16
Nematostella|LOC116601898	Xenia|LOC124446540	39.595	90	598	539	543	348.0	3.67e-113
Nematostella|LOC116601899	Xenia|LOC124447253	29.148	45	494	432	223	102.0	1.13e-23
Nematostella|LOC116601900	Xenia|LOC124455469	43.729	98	616	756	606	531.0	0.0
Nematostella|LOC116601905	Xenia|LOC124446318	46.572	99	427	416	423	409.0	2.69e-141
Nematostella|LOC116601906	Xenia|LOC124448438	25.926	57	89	599	54	28.9	0.27
Nematostella|LOC116601909	Xenia|LOC124444464	41.379	9	335	3206	29	29.3	3.4
Nematostella|LOC116601913	Xenia|LOC124434716	62.5	16	153	980	24	41.6	5.64e-05
Nematostella|LOC116601917	Xenia|LOC124447497	31.343	10	576	320	67	32.0	0.75
Nematostella|LOC116601918	Xenia|LOC124433489	29.969	89	381	1574	327	133.0	4.11e-34
Nematostella|LOC116601923	Xenia|LOC124453363	35.443	7	1061	364	79	42.7	0.000571
Nematostella|LOC116601924	Xenia|LOC124452421	34.437	74	837	657	604	342.0	7.99e-107
Nematostella|LOC116601925	Xenia|LOC124446028	62.573	78	644	657	513	640.0	0.0
Nematostella|LOC116601926	Xenia|LOC124443777	25.543	96	358	378	368	110.0	2.14e-27
Nematostella|LOC116601928	Xenia|LOC124445250	40.035	42	1348	585	572	408.0	3.44e-128
Nematostella|LOC116601941	Xenia|LOC124445150	22.318	79	238	7765	233	34.7	0.034
Nematostella|LOC116601942	Xenia|LOC124438946	29.412	71	92	450	68	26.6	1.6
Nematostella|LOC116601948	Xenia|LOC124457185	63.399	99	307	360	306	435.0	3.1e-154
Nematostella|LOC116601954	Xenia|LOC124441599	31.638	70	221	243	177	83.2	1.88e-19
Nematostella|LOC116601955	Xenia|LOC124436294	33.333	14	210	526	30	30.4	0.57
Nematostella|LOC116601956	Xenia|LOC124449139	29.268	25	153	583	41	26.2	9.1
Nematostella|LOC116601957	Xenia|LOC124437537	21.795	61	126	484	78	26.6	3.9
Nematostella|LOC116601970	Xenia|LOC124457995	31.746	66	162	183	126	50.4	2.06e-08
Nematostella|LOC116601971	Xenia|LOC124457056	43.192	77	524	1223	426	348.0	6.78e-108
Nematostella|LOC116601973	Xenia|LOC124447271	42.353	21	375	336	85	47.8	3.36e-06
Nematostella|LOC116601976	Xenia|LOC124454699	30.435	25	175	188	46	32.3	0.065
Nematostella|LOC116601977	Xenia|LOC124453040	49.586	99	704	683	724	706.0	0.0
Nematostella|LOC116601978	Xenia|LOC124452498	39.535	30	142	10645	43	28.5	1.1
Nematostella|LOC116601980	Xenia|LOC124434707	32.759	52	111	245	58	29.6	0.22
Nematostella|LOC116601981	Xenia|LOC124442790	26.316	36	208	472	76	37.0	0.004
Nematostella|LOC116601987	Xenia|LOC124451674	26.667	16	471	8184	75	33.1	0.33
Nematostella|LOC116601989	Xenia|LOC124456992	30.233	50	232	211	129	65.1	6.17e-13
Nematostella|LOC116601991	Xenia|LOC124437390	47.619	11	188	2184	21	27.3	5.5
Nematostella|LOC116601992	Xenia|LOC124444438	44.714	99	698	686	700	612.0	0.0
Nematostella|LOC116601994	Xenia|LOC124447007	36.0	19	274	1077	50	31.6	0.43
Nematostella|LOC116601996	Xenia|LOC124456461	26.496	36	310	391	117	48.1	2.1e-06
Nematostella|LOC116602006	Xenia|LOC124440599	37.838	22	172	160	37	35.8	0.004
Nematostella|LOC116602008	Xenia|LOC124452520	35.219	91	1937	3620	1485	724.0	0.0
Nematostella|LOC116602010	Xenia|LOC124436186	54.348	32	143	727	46	50.1	4.81e-08
Nematostella|LOC116602014	Xenia|LOC124455788	30.056	90	384	375	356	144.0	1.02e-39
Nematostella|LOC116602015	Xenia|LOC124452256	38.793	20	1144	1521	116	45.1	0.000213
Nematostella|LOC116602018	Xenia|LOC124445940	49.588	95	498	502	486	464.0	1.2500000000000001e-160
Nematostella|LOC116602023	Xenia|LOC124433735	35.606	30	898	915	264	187.0	2.73e-49
Nematostella|LOC116602025	Xenia|LOC124434434	40.476	3	1477	110	42	46.6	3.72e-06
Nematostella|LOC116602027	Xenia|LOC124437112	46.087	82	132	245	115	104.0	6.61e-29
Nematostella|LOC116602029	Xenia|LOC124433338	30.833	96	1130	1396	1093	557.0	2.7500000000000003e-177
Nematostella|LOC116602041	Xenia|LOC124449528	33.01	22	427	520	103	35.0	0.059
Nematostella|LOC116602043	Xenia|LOC124451070	47.024	56	319	1020	168	166.0	3.02e-46
Nematostella|LOC116602048	Xenia|LOC124439212	55.285	92	130	136	123	143.0	2.85e-45
Nematostella|LOC116602051	Xenia|LOC124434116	25.0	81	329	311	268	80.9	2.01e-17
Nematostella|LOC116602053	Xenia|LOC124459442	45.76	68	911	631	625	590.0	0.0
Nematostella|LOC116602062	Xenia|LOC124433978	41.649	92	492	506	485	374.0	3.9800000000000003e-125
Nematostella|LOC116602066	Xenia|LOC124437112	51.389	67	323	245	216	215.0	3.21e-69
Nematostella|LOC116602070	Xenia|LOC124445488	27.815	60	227	920	151	35.4	0.015
Nematostella|LOC116602081	Xenia|LOC124452744	28.814	15	389	566	59	30.8	1.3
Nematostella|LOC116602083	Xenia|LOC124445165	30.986	67	205	230	142	72.4	1.05e-15
Nematostella|LOC116602084	Xenia|LOC124453833	27.097	91	331	345	310	92.0	3.04e-21
Nematostella|LOC116602089	Xenia|LOC124457091	65.598	49	703	347	343	498.0	2.1600000000000003e-173
Nematostella|LOC116602090	Xenia|LOC124452129	29.454	66	1954	1421	1392	539.0	1.7600000000000002e-163
Nematostella|LOC116602092	Xenia|LOC124453833	27.358	92	341	345	318	102.0	5.09e-25
Nematostella|LOC116602101	Xenia|LOC124436650	64.537	85	528	509	454	639.0	0.0
Nematostella|LOC116602104	Xenia|LOC124458110	24.873	47	399	476	197	58.2	2.97e-09
Nematostella|LOC116602111	Xenia|LOC124439328	20.364	43	1260	3155	275	64.7	2.53e-10
Nematostella|LOC116602115	Xenia|LOC124455634	37.013	50	308	230	154	97.1	5.4899999999999995e-24
Nematostella|LOC116602117	Xenia|LOC124436808	45.547	98	460	476	494	406.0	9.08e-139
Nematostella|LOC116602118	Xenia|LOC124446767	37.814	42	1836	2000	796	539.0	4.23e-160
Nematostella|LOC116602120	Xenia|LOC124437438	71.146	99	254	251	253	363.0	2.5199999999999996e-128
Nematostella|LOC116602121	Xenia|LOC124437415	41.224	96	751	730	735	516.0	7.2799999999999995e-174
Nematostella|LOC116602123	Xenia|LOC124445629	25.51	61	458	334	294	76.3	2.91e-15
Nematostella|LOC116602125	Xenia|LOC124442410	32.407	72	192	491	108	51.2	5.19e-08
Nematostella|LOC116602126	Xenia|LOC124453224	24.51	24	777	1965	204	32.7	0.81
Nematostella|LOC116602127	Xenia|LOC124436390	51.825	77	345	318	274	305.0	3.49e-103
Nematostella|LOC116602130	Xenia|LOC124437150	39.875	78	1167	1256	958	675.0	0.0
Nematostella|LOC116602131	Xenia|LOC124446325	22.911	39	929	490	371	66.2	2.94e-11
Nematostella|LOC116602133	Xenia|LOC124455634	38.415	58	281	230	164	115.0	2.9100000000000003e-31
Nematostella|LOC116602136	Xenia|LOC124439473	37.759	93	497	508	482	295.0	1.81e-94
Nematostella|LOC116602144	Xenia|LOC124450845	32.5	40	201	994	80	32.7	0.093
Nematostella|LOC116602146	Xenia|LOC124438069	38.144	14	703	1639	97	71.2	1.15e-12
Nematostella|LOC116602147	Xenia|LOC124436669	32.77	80	1204	1042	592	300.0	1.5e-85
Nematostella|LOC116602153	Xenia|LOC124438860	33.333	28	184	552	54	32.0	0.13
Nematostella|LOC116602154	Xenia|LOC124454257	29.231	67	263	896	195	85.9	4.21e-19
Nematostella|LOC116602157	Xenia|LOC124451356	46.333	99	934	1347	559	505.0	1.9500000000000003e-160
Nematostella|LOC116602160	Xenia|LOC124453479	36.853	98	469	394	464	288.0	1.4e-93
Nematostella|LOC116602161	Xenia|LOC124446043	27.32	47	383	243	194	60.8	1.08e-10
Nematostella|LOC116602162	Xenia|LOC124443043	28.409	4	3934	1001	88	37.4	0.16
Nematostella|LOC116602164	Xenia|LOC124436152	34.921	39	161	2659	63	37.4	0.002
Nematostella|LOC116602165	Xenia|LOC124451095	25.938	91	334	325	320	94.7	3.41e-22
Nematostella|LOC116602168	Xenia|LOC124440117	40.741	89	138	2546	81	53.5	3.32e-09
Nematostella|LOC116602174	Xenia|LOC124442323	38.71	29	108	725	31	27.7	1.2
Nematostella|LOC116602178	Xenia|LOC124450798	44.444	32	103	137	36	32.7	0.012
Nematostella|LOC116602182	Xenia|LOC124433489	30.88	94	896	1574	761	368.0	2.18e-109
Nematostella|LOC116602188	Xenia|LOC124436342	33.894	96	431	412	416	219.0	1.86e-67
Nematostella|LOC116602189	Xenia|LOC124453496	55.46	93	370	734	348	405.0	2.47e-136
Nematostella|LOC116602193	Xenia|LOC124438019	31.677	26	557	1400	161	65.9	3.5e-11
Nematostella|LOC116602194	Xenia|LOC124453833	28.525	90	330	345	305	119.0	3.8000000000000004e-31
Nematostella|LOC116602196	Xenia|LOC124443597	32.353	10	629	672	68	32.7	0.55
Nematostella|LOC116602197	Xenia|LOC124441895	24.0	59	127	367	75	28.5	0.79
Nematostella|LOC116602199	Xenia|LOC124441961	35.714	53	145	706	84	37.4	0.001
Nematostella|LOC116602213	Xenia|LOC124444447	33.333	50	145	1313	75	34.3	0.014
Nematostella|LOC116602214	Xenia|LOC124441289	27.778	25	270	585	72	33.1	0.14
Nematostella|LOC116602219	Xenia|LOC124445783	38.525	100	122	118	122	100.0	5.73e-29
Nematostella|LOC116602230	Xenia|LOC124448403	31.579	38	296	284	114	48.5	1.01e-06
Nematostella|LOC116602233	Xenia|LOC124440107	20.795	54	565	464	327	44.7	7.9e-05
Nematostella|LOC116602234	Xenia|LOC124458113	33.878	81	294	294	245	135.0	5.48e-38
Nematostella|LOC116602235	Xenia|LOC124448252	34.545	43	129	385	55	28.1	1.3
Nematostella|LOC116602237	Xenia|LOC124444447	40.625	5	644	1313	32	32.0	1.1
Nematostella|LOC116602239	Xenia|LOC124442306	55.163	76	481	385	368	405.0	2.75e-139
Nematostella|LOC116602244	Xenia|LOC124447688	26.316	95	605	598	589	204.0	3.61e-58
Nematostella|LOC116602246	Xenia|LOC124457476	41.463	49	241	227	123	86.3	1.58e-20
Nematostella|LOC116602247	Xenia|LOC124443479	34.555	94	195	199	191	99.4	2.84e-26
Nematostella|LOC116602248	Xenia|LOC124455624	34.641	19	790	161	153	65.9	1.29e-12
Nematostella|LOC116602249	Xenia|LOC124436060	39.405	69	356	534	269	166.0	4.68e-47
Nematostella|LOC116602254	Xenia|LOC124444294	32.046	96	417	3404	259	129.0	3.06e-32
Nematostella|LOC116602255	Xenia|LOC124448237	35.135	31	111	370	37	28.9	0.39
Nematostella|LOC116602256	Xenia|LOC124447048	30.201	97	1025	1194	947	385.0	3.87e-116
Nematostella|LOC116602257	Xenia|LOC124442338	59.375	11	874	394	96	131.0	5.86e-33
Nematostella|LOC116602259	Xenia|LOC124455059	28.571	29	396	1222	105	42.7	0.000256
Nematostella|LOC116602261	Xenia|LOC124445958	25.263	16	541	301	95	31.6	0.89
Nematostella|LOC116602263	Xenia|LOC124450798	25.0	91	149	137	140	28.1	1.1
Nematostella|LOC116602264	Xenia|LOC124457897	42.308	12	216	183	26	29.6	0.72
Nematostella|LOC116602265	Xenia|LOC124445407	43.154	75	303	680	241	192.0	2.09e-56
Nematostella|LOC116602269	Xenia|LOC124447108	25.0	35	232	1831	96	28.5	3.2
