qseqid	sseqid	pident	qcovs	qlen	slen	length	bitscore	evalue
Hydractinia|LOC130612124	Xenia|LOC124452255	39.08	78	963	790	783	598.0	0.0
Hydractinia|LOC130612125	Xenia|LOC124450330	24.364	31	897	726	275	92.0	3.91e-19
Hydractinia|LOC130612126	Xenia|LOC124439259	57.784	99	660	717	668	758.0	0.0
Hydractinia|LOC130612127	Xenia|LOC124438219	37.148	85	632	595	568	328.0	2.53e-104
Hydractinia|LOC130612129	Xenia|LOC124433442	37.808	91	478	473	447	295.0	5.3599999999999997e-95
Hydractinia|LOC130612130	Xenia|LOC124438431	34.836	61	357	303	244	154.0	1.21e-44
Hydractinia|LOC130612131	Xenia|LOC124455550	32.812	21	304	518	64	29.6	1.7
Hydractinia|LOC130612132	Xenia|LOC124438850	61.194	92	291	285	268	338.0	2.4600000000000002e-117
Hydractinia|LOC130612133	Xenia|LOC124454236	72.664	79	540	492	428	574.0	0.0
Hydractinia|LOC130612135	Xenia|LOC124435498	35.311	55	827	821	354	191.0	4.47e-51
Hydractinia|LOC130612136	Xenia|LOC124452938	50.192	90	289	327	261	276.0	1.25e-92
Hydractinia|LOC130612137	Xenia|LOC124448622	44.186	5	815	294	43	47.8	8.31e-06
Hydractinia|LOC130612138	Xenia|LOC124454456	23.256	13	626	283	86	35.8	0.043
Hydractinia|LOC130612141	Xenia|LOC124454773	25.718	80	950	1615	801	235.0	6.92e-64
Hydractinia|LOC130612142	Xenia|LOC124457735	45.732	66	247	197	164	155.0	1.37e-47
Hydractinia|LOC130612143	Xenia|LOC124438508	56.897	75	206	321	116	144.0	1.6299999999999997e-42
Hydractinia|LOC130612145	Xenia|LOC124438025	48.92	95	672	641	648	605.0	0.0
Hydractinia|LOC130612146	Xenia|LOC124458129	25.965	93	298	294	285	78.2	9.6e-17
Hydractinia|LOC130612147	Xenia|LOC124438070	38.225	98	1633	1619	1656	1116.0	0.0
Hydractinia|LOC130612148	Xenia|LOC124438844	26.948	98	840	1228	924	301.0	1.81e-87
Hydractinia|LOC130612149	Xenia|LOC124439068	65.385	6	488	200	26	45.4	1.58e-05
Hydractinia|LOC130612150	Xenia|LOC124454661	46.006	62	558	520	363	310.0	3.2e-99
Hydractinia|LOC130612152	Xenia|LOC124439228	43.695	97	341	354	341	285.0	1.1699999999999999e-94
Hydractinia|LOC130612153	Xenia|LOC124443726	31.343	22	297	761	67	29.3	2.7
Hydractinia|LOC130612154	Xenia|LOC124451192	28.378	26	270	1337	74	31.6	0.44
Hydractinia|LOC130612156	Xenia|LOC124438025	48.765	95	672	641	648	603.0	0.0
Hydractinia|LOC130612158	Xenia|LOC124438035	33.333	36	278	252	99	74.3	1.07e-15
Hydractinia|LOC130612159	Xenia|LOC124457468	86.062	97	464	473	452	790.0	0.0
Hydractinia|LOC130612160	Xenia|LOC124438980	39.489	86	647	554	509	379.0	2.1e-124
Hydractinia|LOC130612161	Xenia|LOC124445623	24.194	58	196	21164	124	36.2	0.008
Hydractinia|LOC130612162	Xenia|LOC124439330	58.776	82	295	281	245	292.0	3.3000000000000003e-99
Hydractinia|LOC130612163	Xenia|LOC124455258	42.601	82	355	255	223	169.0	7.88e-51
Hydractinia|LOC130612164	Xenia|LOC124441499	34.393	50	684	471	346	203.0	4.2100000000000004e-58
Hydractinia|LOC130612166	Xenia|LOC124438369	42.652	99	281	289	279	243.0	5.48e-80
Hydractinia|LOC130612167	Xenia|LOC124436646	28.676	97	140	143	136	65.1	1.92e-14
Hydractinia|LOC130612168	Xenia|LOC124445607	23.196	33	552	770	194	35.0	0.096
Hydractinia|LOC130612169	Xenia|LOC124439172	58.133	89	416	395	375	456.0	1.7400000000000003e-160
Hydractinia|LOC130612170	Xenia|LOC124437653	34.359	100	194	341	195	105.0	1.59e-27
Hydractinia|LOC130612172	Xenia|LOC124446386	36.842	79	158	168	133	84.7	1.52e-21
Hydractinia|LOC130612173	Xenia|LOC124438426	30.435	59	225	5321	92	41.6	0.000214
Hydractinia|LOC130612174	Xenia|LOC124434021	35.088	73	234	187	171	109.0	6.68e-30
Hydractinia|LOC130612175	Xenia|LOC124434317	39.56	97	178	781	182	119.0	1.05e-31
Hydractinia|LOC130612178	Xenia|LOC124453133	27.465	38	356	524	142	32.0	0.49
Hydractinia|LOC130612179	Xenia|LOC124445902	25.954	92	388	397	393	100.0	1.7799999999999998e-23
Hydractinia|LOC130612180	Xenia|LOC124436852	26.392	96	476	510	485	150.0	2.8199999999999998e-40
Hydractinia|LOC130612182	Xenia|LOC124453680	28.986	50	139	991	69	26.9	3.8
Hydractinia|LOC130612185	Xenia|LOC124453169	40.0	49	174	184	85	62.8	8.06e-13
Hydractinia|LOC130612186	Xenia|LOC124438148	64.441	83	720	596	599	835.0	0.0
Hydractinia|LOC130612187	Xenia|LOC124454580	37.838	99	255	251	259	179.0	4.970000000000001e-56
Hydractinia|LOC130612188	Xenia|LOC124458959	38.0	45	108	454	50	30.0	0.14
Hydractinia|LOC130612189	Xenia|LOC124434229	45.872	20	585	323	109	95.9	9.33e-22
Hydractinia|LOC130612191	Xenia|LOC124440072	24.355	98	827	613	620	157.0	1.49e-40
Hydractinia|LOC130612192	Xenia|LOC124449592	30.952	14	293	856	42	29.3	2.3
Hydractinia|LOC130612193	Xenia|LOC124442966	23.894	58	195	1924	113	29.3	1.5
Hydractinia|LOC130612195	Xenia|LOC124446393	52.174	12	192	916	23	29.6	0.93
Hydractinia|LOC130612197	Xenia|LOC124439591	66.176	86	308	274	272	372.0	1.54e-130
Hydractinia|LOC130612198	Xenia|LOC124435395	32.432	22	170	895	37	27.7	3.6
Hydractinia|LOC130612199	Xenia|LOC124452379	43.34	78	1057	1040	503	428.0	3.9600000000000004e-133
Hydractinia|LOC130612200	Xenia|LOC124438105	30.163	95	370	338	368	137.0	1.47e-37
Hydractinia|LOC130612201	Xenia|LOC124438494	54.734	98	344	337	338	386.0	8.44e-135
Hydractinia|LOC130612202	Xenia|LOC124454678	38.462	55	118	161	65	46.6	1.68e-07
Hydractinia|LOC130612204	Xenia|LOC124449509	35.905	87	1142	1208	1050	593.0	0.0
Hydractinia|LOC130612205	Xenia|LOC124455751	27.826	34	339	298	115	47.0	4.52e-06
Hydractinia|LOC130612206	Xenia|LOC124443054	25.806	21	701	465	155	44.7	0.000105
Hydractinia|LOC130612208	Xenia|LOC124445128	29.577	44	141	686	71	30.0	0.36
Hydractinia|LOC130612209	Xenia|LOC124434666	30.435	11	788	1856	92	32.3	1.1
Hydractinia|LOC130612210	Xenia|LOC124454257	32.126	73	543	896	414	174.0	9.7e-47
Hydractinia|LOC130612211	Xenia|LOC124439243	63.565	92	679	645	634	828.0	0.0
Hydractinia|LOC130612212	Xenia|LOC124438252	57.946	91	552	543	516	594.0	0.0
Hydractinia|LOC130612213	Xenia|LOC124443845	86.694	98	504	503	496	900.0	0.0
Hydractinia|LOC130612214	Xenia|LOC124439109	79.775	62	428	388	267	447.0	1.0900000000000001e-156
Hydractinia|LOC130612216	Xenia|LOC124433290	22.963	68	189	6033	135	30.4	0.56
Hydractinia|LOC130612217	Xenia|LOC124434160	25.117	96	442	1987	426	177.0	2.97e-48
Hydractinia|LOC130612218	Xenia|LOC124438151	54.93	40	354	349	142	162.0	4.48e-47
Hydractinia|LOC130612219	Xenia|LOC124454868	48.387	31	101	376	31	29.3	0.25
Hydractinia|LOC130612220	Xenia|LOC124456230	47.059	25	344	1707	51	37.0	0.014
Hydractinia|LOC130612221	Xenia|LOC124438417	35.275	93	632	612	601	360.0	1.55e-116
Hydractinia|LOC130612222	Xenia|LOC124441780	45.216	76	693	647	533	410.0	7.09e-135
Hydractinia|LOC130612224	Xenia|LOC124450293	47.583	98	393	395	393	367.0	7.83e-126
Hydractinia|LOC130612225	Xenia|LOC124441744	30.108	89	209	473	186	108.0	8.379999999999999e-28
Hydractinia|LOC130612226	Xenia|LOC124435046	47.5	11	377	450	40	30.0	2.1
Hydractinia|LOC130612227	Xenia|LOC124438514	50.975	99	359	347	359	360.0	4.1e-124
Hydractinia|LOC130612228	Xenia|LOC124439313	34.075	87	782	717	584	288.0	2.5200000000000003e-86
Hydractinia|LOC130612230	Xenia|LOC124445769	40.385	82	557	499	468	367.0	1.26e-121
Hydractinia|LOC130612231	Xenia|LOC124443893	28.413	98	511	518	542	151.0	4.3899999999999995e-40
Hydractinia|LOC130612233	Xenia|LOC124447654	47.183	59	539	233	142	138.0	1.2300000000000001e-37
Hydractinia|LOC130612234	Xenia|LOC124433815	37.079	22	2184	2162	445	242.0	4.8700000000000004e-64
Hydractinia|LOC130612235	Xenia|LOC124449684	28.125	82	267	250	224	96.7	4.57e-24
Hydractinia|LOC130612236	Xenia|LOC124448420	39.264	80	203	360	163	130.0	1.57e-36
Hydractinia|LOC130612237	Xenia|LOC124449408	23.485	54	177	1380	132	30.0	0.59
Hydractinia|LOC130612238	Xenia|LOC124459550	27.381	30	273	578	84	30.0	1.3
Hydractinia|LOC130612240	Xenia|LOC124452638	42.308	19	137	505	26	27.7	1.8
Hydractinia|LOC130612241	Xenia|LOC124438100	36.26	78	1000	769	786	486.0	9.889999999999999e-159
Hydractinia|LOC130612242	Xenia|LOC124438864	32.403	60	3626	2002	2114	967.0	0.0
Hydractinia|LOC130612243	Xenia|LOC124438716	32.093	99	2094	2015	2097	1056.0	0.0
Hydractinia|LOC130612244	Xenia|LOC124441499	25.952	17	1668	471	289	75.5	6.63e-14
Hydractinia|LOC130612248	Xenia|LOC124454375	55.172	25	115	1019	29	28.1	1.1
Hydractinia|LOC130612249	Xenia|LOC124439404	28.552	84	1142	1188	753	270.0	5.04e-75
Hydractinia|LOC130612250	Xenia|LOC124440272	36.336	77	409	382	333	205.0	2.02e-62
Hydractinia|LOC130612251	Xenia|LOC124439198	29.843	6	2977	899	191	84.0	7.04e-16
Hydractinia|LOC130612252	Xenia|LOC124439553	75.879	91	390	429	398	627.0	0.0
Hydractinia|LOC130612254	Xenia|LOC124440142	44.777	61	1880	1484	1168	967.0	0.0
Hydractinia|LOC130612255	Xenia|LOC124448006	43.284	75	341	709	268	198.0	7.470000000000001e-58
Hydractinia|LOC130612256	Xenia|LOC124437262	32.639	75	177	181	144	64.3	2.61e-13
Hydractinia|LOC130612257	Xenia|LOC124453587	26.05	33	315	1479	119	30.8	0.94
Hydractinia|LOC130612258	Xenia|LOC124450692	27.273	16	281	460	44	29.6	1.8
Hydractinia|LOC130612259	Xenia|LOC124438050	27.869	25	220	699	61	28.5	2.5
Hydractinia|LOC130612260	Xenia|LOC124444943	45.205	99	150	305	146	132.0	6.91e-39
Hydractinia|LOC130612262	Xenia|LOC124457929	52.075	29	1817	562	530	576.0	0.0
Hydractinia|LOC130612263	Xenia|LOC124445607	25.828	15	959	770	151	34.7	0.27
Hydractinia|LOC130612264	Xenia|LOC124456007	41.818	13	774	1397	110	72.8	4.29e-13
Hydractinia|LOC130612265	Xenia|LOC124438998	53.691	100	293	292	298	310.0	3.9e-106
Hydractinia|LOC130612266	Xenia|LOC124446063	44.828	22	132	282	29	25.4	8.5
Hydractinia|LOC130612268	Xenia|LOC124438956	27.413	85	286	2067	259	59.3	5.91e-10
Hydractinia|LOC130612269	Xenia|LOC124448238	33.431	97	319	343	341	141.0	2.11e-39
Hydractinia|LOC130612270	Xenia|LOC124457672	36.491	91	306	326	285	169.0	1.63e-50
Hydractinia|LOC130612271	Xenia|LOC124437635	34.0	35	140	127	50	28.5	0.59
Hydractinia|LOC130612272	Xenia|LOC124437660	34.437	98	152	150	151	79.7	7.61e-20
Hydractinia|LOC130612273	Xenia|LOC124439104	34.839	35	1309	1281	465	249.0	1.23e-67
Hydractinia|LOC130612275	Xenia|LOC124444132	35.078	95	1240	1200	1089	657.0	0.0
Hydractinia|LOC130612276	Xenia|LOC124441572	31.373	59	775	1153	510	227.0	1.28e-62
Hydractinia|LOC130612277	Xenia|LOC124441466	27.907	12	617	1641	86	31.6	1.2
Hydractinia|LOC130612278	Xenia|LOC124455523	50.0	45	559	476	250	250.0	6.6300000000000005e-77
Hydractinia|LOC130612280	Xenia|LOC124455651	67.241	33	523	415	174	257.0	1.1100000000000001e-80
Hydractinia|LOC130612281	Xenia|LOC124447724	38.889	9	363	633	36	29.3	2.8
Hydractinia|LOC130612282	Xenia|LOC124446092	48.252	94	152	150	143	141.0	4.27e-44
Hydractinia|LOC130612283	Xenia|LOC124437135	45.652	5	815	237	46	47.4	9.32e-06
Hydractinia|LOC130612284	Xenia|LOC124454012	32.066	97	580	606	605	284.0	3.28e-88
Hydractinia|LOC130612285	Xenia|LOC124455040	28.0	94	342	344	325	156.0	4.64e-45
Hydractinia|LOC130612286	Xenia|LOC124438236	41.921	70	322	372	229	169.0	4.56e-50
Hydractinia|LOC130612288	Xenia|LOC124454260	22.756	78	376	332	312	107.0	1.16e-26
Hydractinia|LOC130612289	Xenia|LOC124444689	30.303	84	226	307	198	83.6	3.75e-19
Hydractinia|LOC130612290	Xenia|LOC124439134	78.947	99	153	153	152	262.0	1.33e-91
Hydractinia|LOC130612291	Xenia|LOC124433998	35.156	62	198	305	128	61.6	1.21e-11
Hydractinia|LOC130612292	Xenia|LOC124433871	31.579	13	716	191	95	51.2	1.99e-07
Hydractinia|LOC130612294	Xenia|LOC124458129	25.965	93	298	294	285	78.2	9.6e-17
Hydractinia|LOC130612295	Xenia|LOC124435232	32.773	81	515	904	238	152.0	2.48e-39
Hydractinia|LOC130612296	Xenia|LOC124439334	45.803	58	708	645	417	401.0	3.55e-131
Hydractinia|LOC130612297	Xenia|LOC124443075	36.835	99	705	692	714	410.0	6.8e-134
Hydractinia|LOC130612298	Xenia|LOC124445608	25.0	65	507	706	336	64.3	5.88e-11
Hydractinia|LOC130612300	Xenia|LOC124445150	20.207	79	1376	7765	965	71.6	2.25e-12
Hydractinia|LOC130612301	Xenia|LOC124438816	61.468	90	356	331	327	420.0	4.86e-148
Hydractinia|LOC130612302	Xenia|LOC124439230	90.909	98	225	221	220	426.0	3.02e-154
Hydractinia|LOC130612303	Xenia|LOC124438798	62.846	93	1123	1100	1047	1352.0	0.0
Hydractinia|LOC130612308	Xenia|LOC124439220	73.171	100	123	123	123	176.0	7.840000000000001e-59
Hydractinia|LOC130612309	Xenia|LOC124439221	64.356	100	100	101	101	141.0	1.83e-45
Hydractinia|LOC130612310	Xenia|LOC124456277	39.583	4	1011	83	48	30.0	1.1
Hydractinia|LOC130612311	Xenia|LOC124440036	22.727	91	500	536	506	111.0	2.4600000000000002e-26
Hydractinia|LOC130612312	Xenia|LOC124459443	35.088	89	256	280	228	149.0	3.96e-44
Hydractinia|LOC130612313	Xenia|LOC124450248	24.211	27	330	196	95	32.3	0.19
Hydractinia|LOC130612316	Xenia|LOC124439675	64.769	100	278	274	281	357.0	2.88e-125
Hydractinia|LOC130612317	Xenia|LOC124439228	43.695	97	341	354	341	285.0	1.23e-94
Hydractinia|LOC130612318	Xenia|LOC124447621	34.545	15	365	3124	55	31.6	0.74
Hydractinia|LOC130612319	Xenia|LOC124443052	26.531	38	259	492	98	32.7	0.15
Hydractinia|LOC130612320	Xenia|LOC124452685	27.273	30	223	8283	66	28.5	3.5
Hydractinia|LOC130612321	Xenia|LOC124442874	28.283	19	512	485	99	45.8	3.03e-05
Hydractinia|LOC130612323	Xenia|LOC124444636	26.877	97	488	471	506	157.0	1.2199999999999999e-42
Hydractinia|LOC130612324	Xenia|LOC124451875	64.384	62	114	475	73	93.6	9.44e-24
Hydractinia|LOC130612325	Xenia|LOC124446279	30.339	76	875	751	679	329.0	1.1200000000000001e-100
Hydractinia|LOC130612326	Xenia|LOC124438299	43.925	91	2470	2408	1177	921.0	0.0
Hydractinia|LOC130612327	Xenia|LOC124441296	38.596	7	728	1862	57	48.5	1.05e-05
Hydractinia|LOC130612328	Xenia|LOC124446616	43.478	31	517	410	69	77.8	1.77e-15
Hydractinia|LOC130612330	Xenia|LOC124454671	41.282	99	388	382	390	287.0	1.96e-94
Hydractinia|LOC130612331	Xenia|LOC124445445	35.176	55	350	368	199	101.0	2.5499999999999998e-24
Hydractinia|LOC130612333	Xenia|LOC124445452	40.928	68	339	354	237	179.0	1.6e-53
Hydractinia|LOC130612334	Xenia|LOC124443132	30.061	77	211	213	163	77.8	9.17e-18
Hydractinia|LOC130612335	Xenia|LOC124455795	42.325	84	525	486	456	317.0	8.140000000000001e-103
Hydractinia|LOC130612336	Xenia|LOC124439001	60.566	94	484	480	459	575.0	0.0
Hydractinia|LOC130612338	Xenia|LOC124451875	59.14	96	478	475	465	595.0	0.0
Hydractinia|LOC130612339	Xenia|LOC124453353	30.0	92	511	552	530	261.0	9.56e-81
Hydractinia|LOC130612340	Xenia|LOC124439005	42.631	97	644	654	631	548.0	0.0
Hydractinia|LOC130612343	Xenia|LOC124438062	28.601	38	1244	848	486	189.0	1.37e-49
Hydractinia|LOC130612344	Xenia|LOC124441622	38.418	80	424	354	354	228.0	1.26e-71
Hydractinia|LOC130612345	Xenia|LOC124444622	30.532	84	413	1162	357	126.0	1.98e-31
Hydractinia|LOC130612346	Xenia|LOC124440072	21.667	50	233	613	120	37.4	0.004
Hydractinia|LOC130612347	Xenia|LOC124453588	37.349	98	89	478	83	62.0	5.34e-13
Hydractinia|LOC130612348	Xenia|LOC124444065	35.961	91	596	1238	609	358.0	1.0800000000000001e-110
Hydractinia|LOC130612350	Xenia|LOC124442465	42.593	15	345	889	54	31.2	0.8
Hydractinia|LOC130612351	Xenia|LOC124440125	31.579	18	398	1980	76	30.0	2.5
Hydractinia|LOC130612352	Xenia|LOC124458217	34.426	88	209	183	183	100.0	1.2300000000000001e-26
Hydractinia|LOC130612353	Xenia|LOC124449236	32.331	89	143	436	133	65.9	1.56e-13
Hydractinia|LOC130612354	Xenia|LOC124445150	21.33	81	431	7765	436	48.9	4.57e-06
Hydractinia|LOC130612355	Xenia|LOC124452435	44.532	98	1261	1261	1271	1053.0	0.0
Hydractinia|LOC130612357	Xenia|LOC124438877	65.429	94	827	794	781	1066.0	0.0
Hydractinia|LOC130612358	Xenia|LOC124439244	74.109	96	671	669	645	928.0	0.0
Hydractinia|LOC130612359	Xenia|LOC124444661	38.346	97	516	583	532	390.0	2.22e-130
Hydractinia|LOC130612360	Xenia|LOC124452524	57.282	20	509	692	103	114.0	3.9000000000000004e-27
Hydractinia|LOC130612361	Xenia|LOC124439618	29.268	33	467	316	164	81.3	4.34e-17
Hydractinia|LOC130612362	Xenia|LOC124439296	24.823	33	424	2547	141	35.8	0.037
Hydractinia|LOC130612364	Xenia|LOC124434087	25.758	31	414	176	132	32.7	0.15
Hydractinia|LOC130612365	Xenia|LOC124439296	24.823	35	403	2547	141	35.8	0.042
Hydractinia|LOC130612366	Xenia|LOC124452071	27.077	80	400	298	325	101.0	1.64e-24
Hydractinia|LOC130612367	Xenia|LOC124435803	27.419	16	386	448	62	28.5	5.1
Hydractinia|LOC130612368	Xenia|LOC124452598	25.731	81	384	562	342	125.0	1.2900000000000001e-31
Hydractinia|LOC130612369	Xenia|LOC124445091	51.385	89	366	348	325	342.0	5.71e-117
Hydractinia|LOC130612371	Xenia|LOC124433787	31.818	89	294	314	264	125.0	4.07e-34
Hydractinia|LOC130612372	Xenia|LOC124438625	75.0	100	264	265	264	401.0	4.0000000000000003e-143
Hydractinia|LOC130612373	Xenia|LOC124438626	55.714	100	139	144	140	154.0	3.33e-49
Hydractinia|LOC130612374	Xenia|LOC124439791	35.294	20	167	945	34	28.9	1.2
Hydractinia|LOC130612375	Xenia|LOC124434739	31.77	75	852	892	661	304.0	3.13e-90
Hydractinia|LOC130612376	Xenia|LOC124444165	29.87	35	218	794	77	29.6	1.2
Hydractinia|LOC130612378	Xenia|LOC124439556	65.544	98	393	393	386	553.0	0.0
Hydractinia|LOC130612379	Xenia|LOC124457611	30.882	30	223	489	68	30.4	0.58
Hydractinia|LOC130612380	Xenia|LOC124434674	65.73	99	179	178	178	255.0	3.06e-88
Hydractinia|LOC130612381	Xenia|LOC124455729	55.652	96	120	154	115	131.0	1.49e-40
