qseqid	sseqid	pident	qcovs	qlen	slen	length	bitscore	evalue
Hydra|LOC100197080	Clytia|LOC004215	24.508	99	452	446	457	105.0	1.03e-24
Hydra|LOC100197081	Clytia|LOC001817	35.945	68	1023	891	434	182.0	4.2900000000000003e-47
Hydra|LOC100197083	Clytia|LOC005181	72.482	89	621	645	556	845.0	0.0
Hydra|LOC100197084	Clytia|LOC045233	51.685	99	587	619	623	599.0	0.0
Hydra|LOC100197090	Clytia|LOC004582	31.655	74	187	160	139	71.6	3.71e-16
Hydra|LOC100197092	Clytia|LOC033063	31.205	74	2250	1843	830	391.0	2.98e-110
Hydra|LOC100197094	Clytia|LOC012075	55.937	98	385	774	379	426.0	7.26e-144
Hydra|LOC100197096	Clytia|LOC037661	63.384	97	382	409	396	506.0	3.1e-180
Hydra|LOC100197101	Clytia|LOC002353	75.426	93	438	468	411	661.0	0.0
Hydra|LOC100197103	Clytia|LOC010456	50.831	59	866	771	301	282.0	3.98e-83
Hydra|LOC100197105	Clytia|LOC045007	28.333	31	181	710	60	27.7	4.7
Hydra|LOC100197108	Clytia|LOC043224	26.562	71	266	204	192	65.9	5.08e-13
Hydra|LOC100197109	Clytia|LOC010049	59.164	99	303	322	311	377.0	8.91e-132
Hydra|LOC100197110	Clytia|LOC030052	68.555	94	519	510	512	708.0	0.0
Hydra|LOC100197113	Clytia|LOC019470	69.667	85	350	400	300	440.0	5.18e-155
Hydra|LOC100197116	Clytia|LOC019902	28.235	63	385	875	255	84.7	9.68e-18
Hydra|LOC100197118	Clytia|LOC008194	33.488	100	204	230	215	124.0	1.28e-35
Hydra|LOC100197119	Clytia|LOC002851	46.512	94	361	382	344	284.0	9.04e-94
Hydra|LOC100197120	Clytia|LOC045125	58.021	40	919	429	374	431.0	4.82e-143
Hydra|LOC100197122	Clytia|LOC009656	50.85	99	601	634	647	521.0	1.56e-179
Hydra|LOC100197123	Clytia|LOC005348	40.317	94	322	466	315	239.0	6.06e-76
Hydra|LOC100197125	Clytia|LOC042087	50.0	87	224	212	210	207.0	4.95e-68
Hydra|LOC100197126	Clytia|LOC035818	60.575	98	485	511	487	577.0	0.0
Hydra|LOC100197130	Clytia|LOC010009	32.835	100	1237	2188	1337	705.0	0.0
Hydra|LOC100197133	Clytia|LOC045692	43.038	48	627	498	316	212.0	1.4199999999999998e-61
Hydra|LOC100197137	Clytia|LOC016809	29.464	90	311	644	336	131.0	2.62e-34
Hydra|LOC100197138	Clytia|LOC006965	67.278	100	324	327	327	457.0	5.4400000000000006e-163
Hydra|LOC100197141	Clytia|LOC044318	72.314	96	505	496	484	750.0	0.0
Hydra|LOC100197145	Clytia|LOC038209	53.503	95	581	658	314	304.0	3.67e-95
Hydra|LOC100197146	Clytia|LOC038461	66.201	89	366	512	358	455.0	5.929999999999999e-159
Hydra|LOC100197148	Clytia|LOC012974	34.711	52	2839	1816	1524	914.0	0.0
Hydra|LOC100197152	Clytia|LOC010230	73.077	95	767	771	728	1113.0	0.0
Hydra|LOC100197153	Clytia|LOC045086	21.106	63	314	8136	199	32.7	0.29
Hydra|LOC100197154	Clytia|LOC038239	31.974	98	583	737	613	256.0	2.59e-76
Hydra|LOC100197156	Clytia|LOC029220	83.257	97	445	473	436	771.0	0.0
Hydra|LOC100197158	Clytia|LOC006155	40.606	94	343	350	330	242.0	5.97e-78
Hydra|LOC100197164	Clytia|LOC027730	25.234	44	236	150	107	40.0	0.000267
Hydra|LOC100197170	Clytia|LOC032582	62.676	81	1193	1068	994	1309.0	0.0
Hydra|LOC100197171	Clytia|LOC038072	47.276	99	933	985	973	896.0	0.0
Hydra|LOC100197174	Clytia|LOC003720	48.986	89	384	492	345	336.0	3.16e-112
Hydra|LOC100197176	Clytia|LOC039443	94.335	100	406	406	406	800.0	0.0
Hydra|LOC100197178	Clytia|LOC011273	71.44	50	2455	1247	1250	1837.0	0.0
Hydra|LOC100197180	Clytia|LOC010767	67.671	96	737	833	730	1014.0	0.0
Hydra|LOC100197183	Clytia|LOC043550	29.275	23	1551	1340	386	108.0	1.2699999999999999e-23
Hydra|LOC100197187	Clytia|LOC015529	35.329	22	721	482	167	97.8	1.9000000000000003e-21
Hydra|LOC100197196	Clytia|LOC044663	36.444	98	202	204	225	112.0	5.21e-31
Hydra|LOC100197197	Clytia|LOC012295	54.474	93	385	1222	380	431.0	2.81e-141
Hydra|LOC100197199	Clytia|LOC004502	58.048	100	954	963	963	1168.0	0.0
Hydra|LOC100197202	Clytia|LOC002364	63.014	52	416	260	219	295.0	7.65e-99
Hydra|LOC100197204	Clytia|LOC005559	24.706	13	644	432	85	45.8	5.75e-05
Hydra|LOC100197205	Clytia|LOC031932	50.0	90	279	256	254	237.0	3.65e-78
Hydra|LOC100197207	Clytia|LOC021039	58.462	38	333	177	130	184.0	5.47e-58
Hydra|LOC100197208	Clytia|LOC045227	41.204	75	549	590	432	331.0	8.46e-107
Hydra|LOC100197209	Clytia|LOC029424	24.691	42	194	442	81	28.9	1.8
Hydra|LOC100197210	Clytia|LOC036988	54.005	96	875	920	874	919.0	0.0
Hydra|LOC100197214	Clytia|LOC014465	31.515	60	887	1012	660	189.0	2.12e-49
Hydra|LOC100197217	Clytia|LOC007814	71.174	97	582	583	562	843.0	0.0
Hydra|LOC100197220	Clytia|LOC017907	45.518	95	719	736	714	600.0	0.0
Hydra|LOC100197222	Clytia|LOC044370	30.942	97	216	216	223	92.8	2.96e-23
Hydra|LOC100197225	Clytia|LOC040752	63.128	99	533	576	537	728.0	0.0
Hydra|LOC100197226	Clytia|LOC041748	39.867	16	1831	1453	301	230.0	9.62e-61
Hydra|LOC100197228	Clytia|LOC016817	66.927	97	897	912	898	1132.0	0.0
Hydra|LOC100197232	Clytia|LOC008046	20.886	63	246	291	158	42.0	0.000118
Hydra|LOC100197234	Clytia|LOC000668	33.14	45	375	371	172	73.2	2.57e-14
Hydra|LOC100197237	Clytia|LOC041159	59.259	23	350	360	81	91.3	1.39e-20
Hydra|LOC100197240	Clytia|LOC014552	78.599	80	1556	772	771	1256.0	0.0
Hydra|LOC100197241	Clytia|LOC044297	34.815	99	2947	1276	1350	701.0	0.0
Hydra|LOC100197243	Clytia|LOC045811	47.794	77	346	457	272	256.0	3.2699999999999995e-82
Hydra|LOC100197245	Clytia|LOC016306	52.459	100	118	147	122	138.0	2.58e-43
Hydra|LOC100197248	Clytia|LOC040884	30.876	97	216	189	217	48.9	2.65e-07
Hydra|LOC100197250	Clytia|LOC037083	52.941	99	286	292	289	306.0	1.43e-104
Hydra|LOC100197255	Clytia|LOC031933	49.242	41	450	342	132	134.0	1.4e-35
Hydra|LOC100197260	Clytia|LOC007600	58.529	76	449	373	340	432.0	1.83e-150
Hydra|LOC100197262	Clytia|LOC008512	44.167	64	176	172	120	101.0	1.0300000000000001e-27
Hydra|LOC100197263	Clytia|LOC002178	49.655	99	296	291	290	322.0	5.45e-111
Hydra|LOC100197265	Clytia|LOC024655	43.945	86	309	418	289	241.0	2.7100000000000003e-77
Hydra|LOC100197269	Clytia|LOC003330	52.676	97	348	354	355	355.0	5.97e-122
Hydra|LOC100197273	Clytia|LOC039099	53.022	53	1314	1429	364	309.0	1.72e-86
Hydra|LOC100197276	Clytia|LOC031568	51.19	89	1818	1660	1639	1642.0	0.0
Hydra|LOC100197277	Clytia|LOC035820	52.624	100	798	1006	724	706.0	0.0
Hydra|LOC100197279	Clytia|LOC003033	68.971	99	651	636	651	890.0	0.0
Hydra|LOC100197285	Clytia|LOC042135	69.436	82	703	779	337	443.0	1.08e-145
Hydra|LOC100197286	Clytia|LOC010772	38.639	92	783	797	779	525.0	3.6799999999999996e-176
Hydra|LOC100197287	Clytia|LOC005646	31.518	86	1971	1745	1542	474.0	3.4299999999999997e-138
Hydra|LOC100197288	Clytia|LOC005578	32.143	43	129	225	56	33.5	0.018
Hydra|LOC100197294	Clytia|LOC026390	37.802	55	763	494	455	296.0	3.17e-92
Hydra|LOC100197296	Clytia|LOC037306	66.316	99	190	177	190	203.0	2.97e-67
Hydra|LOC100197297	Clytia|LOC031918	64.151	29	181	177	53	43.9	8.78e-06
Hydra|LOC100197298	Clytia|LOC035209	19.134	41	1665	1098	716	37.7	0.064
Hydra|LOC100197301	Clytia|LOC003874	73.581	64	755	514	511	799.0	0.0
Hydra|LOC100197302	Clytia|LOC018033	53.389	99	1694	1771	1785	1792.0	0.0
Hydra|LOC100197304	Clytia|LOC039650	29.101	80	234	273	189	85.5	5.37e-20
Hydra|LOC100197305	Clytia|LOC001849	41.917	90	584	606	532	429.0	6.13e-144
Hydra|LOC100197306	Clytia|LOC005430	51.02	3	1584	1301	49	59.7	1.41e-08
Hydra|LOC100197308	Clytia|LOC006661	50.758	28	463	530	132	130.0	5.9500000000000004e-33
Hydra|LOC100197309	Clytia|LOC004214	60.704	99	711	733	710	832.0	0.0
Hydra|LOC100197310	Clytia|LOC002791	56.61	90	651	593	590	714.0	0.0
Hydra|LOC100197311	Clytia|LOC030808	35.065	54	143	186	77	43.1	9.54e-06
Hydra|LOC100197314	Clytia|LOC010006	74.607	54	820	886	445	722.0	0.0
Hydra|LOC100197315	Clytia|LOC013919	59.021	94	345	423	327	371.0	1.68e-127
Hydra|LOC100197320	Clytia|LOC017673	53.013	62	1529	1500	979	1040.0	0.0
Hydra|LOC100197326	Clytia|LOC009758	24.747	96	169	530	198	39.3	0.000446
Hydra|LOC100197328	Clytia|LOC006069	41.06	57	2896	1754	1773	1273.0	0.0
Hydra|LOC100197329	Clytia|LOC037479	43.029	61	927	1183	581	484.0	2.79e-154
Hydra|LOC100197333	Clytia|LOC018958	60.279	87	318	491	287	349.0	2.82e-118
Hydra|LOC100197335	Clytia|LOC003935	65.978	99	1090	1209	1161	1518.0	0.0
Hydra|LOC100197338	Clytia|LOC005358	66.0	93	162	185	150	196.0	8.57e-65
Hydra|LOC100197343	Clytia|LOC006466	31.798	41	996	858	456	208.0	6.94e-56
Hydra|LOC100197345	Clytia|LOC011609	69.748	98	599	597	595	864.0	0.0
Hydra|LOC100197347	Clytia|LOC019269	54.68	100	996	986	1015	1099.0	0.0
Hydra|LOC100197355	Clytia|LOC045126	69.31	98	294	293	290	403.0	6.16e-143
Hydra|LOC100197356	Clytia|LOC041769	33.333	78	328	520	261	165.0	9.17e-47
Hydra|LOC100197357	Clytia|LOC015769	91.489	100	188	210	188	350.0	4.920000000000001e-125
Hydra|LOC100197360	Clytia|LOC014796	65.123	94	389	412	367	528.0	0.0
Hydra|LOC100197364	Clytia|LOC033034	50.0	97	208	219	202	203.0	1.7700000000000001e-66
Hydra|LOC100197366	Clytia|LOC034805	61.186	99	578	586	590	699.0	0.0
Hydra|LOC100197367	Clytia|LOC043742	88.889	99	317	317	315	586.0	0.0
Hydra|LOC100197368	Clytia|LOC005379	75.281	90	589	870	534	774.0	0.0
Hydra|LOC100197374	Clytia|LOC000668	46.459	92	376	371	353	294.0	1.74e-97
Hydra|LOC100197376	Clytia|LOC011132	64.423	99	523	550	520	724.0	0.0
Hydra|LOC100197378	Clytia|LOC039444	44.622	86	504	506	437	420.0	5.84e-143
Hydra|LOC100197379	Clytia|LOC003742	28.279	86	279	360	244	89.4	1.71e-20
Hydra|LOC100197380	Clytia|LOC044837	81.757	100	148	149	148	253.0	3.35e-88
Hydra|LOC100197382	Clytia|LOC007705	32.906	77	587	712	468	216.0	1.44e-61
Hydra|LOC100197383	Clytia|LOC030389	57.989	98	560	557	557	681.0	0.0
Hydra|LOC100197385	Clytia|LOC032437	58.983	99	598	586	590	736.0	0.0
Hydra|LOC100197386	Clytia|LOC006123	45.679	95	371	431	405	345.0	1.4e-116
Hydra|LOC100197387	Clytia|LOC032749	27.273	87	543	429	418	130.0	7.54e-33
Hydra|LOC100197388	Clytia|LOC029933	54.348	75	123	119	92	120.0	1.87e-36
Hydra|LOC100197389	Clytia|LOC033196	24.242	36	491	692	198	54.7	6.99e-08
Hydra|LOC100197391	Clytia|LOC032507	66.667	4	554	366	21	34.3	0.17
Hydra|LOC100197392	Clytia|LOC038647	55.319	86	219	237	188	222.0	2.1500000000000003e-73
Hydra|LOC100197394	Clytia|LOC033090	30.488	53	156	454	82	51.2	3.3e-08
Hydra|LOC100197395	Clytia|LOC041997	62.69	71	551	391	394	522.0	0.0
Hydra|LOC100197403	Clytia|LOC013488	82.921	100	436	446	445	749.0	0.0
Hydra|LOC100197405	Clytia|LOC007094	67.381	98	902	900	886	1277.0	0.0
Hydra|LOC100197406	Clytia|LOC037310	52.45	34	998	351	347	358.0	2.55e-115
Hydra|LOC100197412	Clytia|LOC003436	76.978	100	415	418	417	695.0	0.0
Hydra|LOC100197413	Clytia|LOC031978	32.749	56	284	200	171	70.1	2.01e-14
Hydra|LOC100197414	Clytia|LOC001980	68.508	47	381	332	181	209.0	9.64e-65
Hydra|LOC100197415	Clytia|LOC012655	50.0	93	267	270	252	256.0	7e-86
Hydra|LOC100197417	Clytia|LOC021223	55.825	96	214	220	206	249.0	9.98e-85
Hydra|LOC100197425	Clytia|LOC036142	47.541	32	190	148	61	58.9	1.93e-11
Hydra|LOC100197427	Clytia|LOC043441	39.529	81	465	367	382	274.0	2.0900000000000002e-88
Hydra|LOC100197429	Clytia|LOC017938	70.245	99	330	335	326	516.0	0.0
Hydra|LOC100197430	Clytia|LOC004075	78.249	89	424	380	377	596.0	0.0
Hydra|LOC100197434	Clytia|LOC043225	58.833	95	669	681	651	717.0	0.0
Hydra|LOC100197439	Clytia|LOC002438	39.286	92	318	407	308	234.0	1.54e-74
Hydra|LOC100197441	Clytia|LOC004599	44.039	39	1115	1279	411	319.0	1.93e-91
Hydra|LOC100197445	Clytia|LOC044393	53.797	99	633	636	632	713.0	0.0
Hydra|LOC100197446	Clytia|LOC035536	29.594	94	443	482	419	182.0	3.63e-52
Hydra|LOC100197448	Clytia|LOC009965	73.913	48	430	217	207	325.0	4.2399999999999996e-111
Hydra|LOC100197450	Clytia|LOC004478	27.143	35	200	637	70	28.9	2.1
Hydra|LOC100197452	Clytia|LOC034948	32.333	49	514	583	300	142.0	2.4e-36
Hydra|LOC100197456	Clytia|LOC003041	81.911	100	878	880	879	1495.0	0.0
Hydra|LOC100197458	Clytia|LOC005362	36.458	92	276	279	288	140.0	3.44e-40
Hydra|LOC100197460	Clytia|LOC044517	35.227	38	232	218	88	68.2	5.07e-14
Hydra|LOC100197463	Clytia|LOC029945	70.234	98	301	310	299	437.0	4.21e-156
Hydra|LOC100197468	Clytia|LOC040409	86.667	99	274	273	270	496.0	1.7199999999999998e-180
Hydra|LOC100197472	Clytia|LOC010368	74.107	84	664	562	560	887.0	0.0
Hydra|LOC100197473	Clytia|LOC039176	55.422	100	166	167	166	199.0	2.5000000000000003e-66
Hydra|LOC100197474	Clytia|LOC011297	48.0	93	240	325	225	201.0	1.07e-63
Hydra|LOC100197476	Clytia|LOC017037	46.944	98	4431	3058	3174	2725.0	0.0
Hydra|LOC100197477	Clytia|LOC006277	58.065	62	699	542	434	494.0	1.05e-168
Hydra|LOC100197478	Clytia|LOC044991	51.176	76	223	205	170	189.0	6.87e-61
Hydra|LOC100197480	Clytia|LOC041001	45.918	32	2240	2217	490	480.0	9.12e-138
Hydra|LOC100197481	Clytia|LOC007042	36.667	89	233	229	210	145.0	1.79e-43
Hydra|LOC100197482	Clytia|LOC001075	47.988	86	370	327	323	312.0	3.22e-105
Hydra|LOC100197483	Clytia|LOC033028	42.647	65	487	428	340	270.0	5.23e-86
Hydra|LOC100197484	Clytia|LOC045586	63.158	79	353	376	285	383.0	1.3100000000000001e-132
Hydra|LOC100197488	Clytia|LOC002322	43.021	96	447	446	437	363.0	1.94e-122
Hydra|LOC100197493	Clytia|LOC031814	61.688	92	336	324	308	369.0	4.719999999999999e-128
Hydra|LOC100197494	Clytia|LOC043365	49.383	84	288	365	243	236.0	4e-76
Hydra|LOC100197495	Clytia|LOC043974	50.33	94	466	475	455	450.0	5.77e-156
Hydra|LOC100197496	Clytia|LOC040721	60.167	93	643	765	600	756.0	0.0
Hydra|LOC100197497	Clytia|LOC004224	58.0	98	299	296	300	350.0	6.890000000000001e-122
Hydra|LOC100197498	Clytia|LOC033430	43.018	89	484	515	444	364.0	2.68e-121
Hydra|LOC100197499	Clytia|LOC006090	39.003	91	361	342	341	238.0	2.7599999999999998e-76
Hydra|LOC100197501	Clytia|LOC008363	56.628	89	962	1045	860	964.0	0.0
Hydra|LOC100197502	Clytia|LOC038051	55.33	100	182	194	197	191.0	1.55e-62
Hydra|LOC100197503	Clytia|LOC005160	64.629	100	228	277	229	317.0	2.62e-110
Hydra|LOC100197507	Clytia|LOC017688	50.265	97	195	189	189	172.0	4.2099999999999995e-55
Hydra|LOC100197510	Clytia|LOC029794	48.466	99	2402	2671	2412	2424.0	0.0
Hydra|LOC100197511	Clytia|LOC037350	87.818	100	545	551	550	975.0	0.0
Hydra|LOC100197512	Clytia|LOC032572	47.532	54	3343	1919	1864	1730.0	0.0
Hydra|LOC100197513	Clytia|LOC006659	97.045	98	451	452	440	882.0	0.0
Hydra|LOC100197515	Clytia|LOC006717	57.513	71	532	559	386	459.0	3.89e-157
Hydra|LOC100197516	Clytia|LOC017648	48.592	99	142	146	142	144.0	3.3399999999999997e-45
Hydra|LOC100197517	Clytia|LOC006386	41.935	73	124	158	93	60.5	1.33e-12
Hydra|LOC100197518	Clytia|LOC038899	46.139	96	507	523	505	410.0	5.81e-139
Hydra|LOC100197520	Clytia|LOC013815	67.292	96	498	507	480	688.0	0.0
Hydra|LOC100197521	Clytia|LOC040410	78.462	96	587	620	520	801.0	0.0
Hydra|LOC100197522	Clytia|LOC038304	71.875	95	236	226	224	350.0	1.0400000000000001e-123
Hydra|LOC100197535	Clytia|LOC032555	55.375	99	308	350	307	341.0	2.33e-117
Hydra|LOC100197537	Clytia|LOC031513	66.187	85	520	459	417	579.0	0.0
Hydra|LOC100197539	Clytia|LOC007355	44.6	81	1533	1233	1287	1048.0	0.0
Hydra|LOC100197540	Clytia|LOC042974	29.07	22	387	1551	86	31.2	1.2
Hydra|LOC100197543	Clytia|LOC001928	72.664	78	357	405	289	393.0	3.6e-136
Hydra|LOC100197551	Clytia|LOC011959	60.114	91	386	357	351	454.0	1.9300000000000002e-160
Hydra|LOC100197555	Clytia|LOC030055	33.009	93	1463	851	821	414.0	1.31e-126
Hydra|LOC100197557	Clytia|LOC044142	39.286	86	633	560	560	384.0	2e-126
Hydra|LOC100197558	Clytia|LOC040613	60.288	84	556	502	486	594.0	0.0
Hydra|LOC100197559	Clytia|LOC007479	53.435	63	204	131	131	150.0	7.1e-47
Hydra|LOC100197562	Clytia|LOC019902	26.471	77	883	875	714	222.0	7.119999999999999e-61
Hydra|LOC100197565	Clytia|LOC043694	44.57	41	1032	516	442	357.0	1.63e-112
Hydra|LOC100197572	Clytia|LOC034693	84.322	46	501	368	236	426.0	1.52e-147
Hydra|LOC100197573	Clytia|LOC029226	21.892	29	1096	1065	370	53.1	8.6e-07
