qseqid	sseqid	pident	qcovs	qlen	slen	length	bitscore	evalue
Hydra|LOC100192297	Nematostella|LOC5520912	38.235	92	467	531	442	319.0	9.549999999999999e-104
Hydra|LOC100192298	Nematostella|LOC5516130	35.143	79	424	391	350	210.0	5.24e-64
Hydra|LOC100192300	Nematostella|LOC5505690	27.366	99	403	347	391	91.3	1.93e-20
Hydra|LOC100192301	Nematostella|LOC5506617	62.898	90	660	669	628	739.0	0.0
Hydra|LOC100192302	Nematostella|LOC5510786	77.778	98	192	195	189	287.0	3e-100
Hydra|LOC100196947	Nematostella|LOC5512906	36.438	97	372	424	365	260.0	1.12e-83
Hydra|LOC100196951	Nematostella|LOC125560666	38.286	87	186	281	175	120.0	1.47e-33
Hydra|LOC100196957	Nematostella|LOC5515742	34.169	63	957	1040	638	369.0	5.87e-112
Hydra|LOC100196960	Nematostella|LOC116612986	66.276	70	483	451	341	499.0	2.04e-175
Hydra|LOC100196971	Nematostella|LOC5507561	55.832	99	636	626	643	721.0	0.0
Hydra|LOC100196972	Nematostella|LOC5507685	52.622	93	557	771	534	572.0	0.0
Hydra|LOC100196975	Nematostella|LOC5513047	46.761	93	1217	1282	1204	994.0	0.0
Hydra|LOC100196976	Nematostella|LOC5505994	65.347	88	229	222	202	264.0	5.0799999999999994e-90
Hydra|LOC100196981	Nematostella|LOC5502458	24.451	77	389	428	364	72.0	8.18e-14
Hydra|LOC100196982	Nematostella|LOC116618984	51.695	37	315	197	118	137.0	1.06e-39
Hydra|LOC100196984	Nematostella|LOC5509863	20.69	36	451	331	174	33.1	0.28
Hydra|LOC100196985	Nematostella|LOC5511732	31.25	31	208	471	64	28.5	2.8
Hydra|LOC100196986	Nematostella|LOC5520885	33.937	79	258	249	221	131.0	3.33e-37
Hydra|LOC100196991	Nematostella|LOC5509606	47.387	99	554	521	555	482.0	2.21e-166
Hydra|LOC100196995	Nematostella|LOC5509364	55.0	97	220	226	220	199.0	1.02e-64
Hydra|LOC100196996	Nematostella|LOC5502167	51.744	67	257	180	172	192.0	4.53e-62
Hydra|LOC100196999	Nematostella|LOC116618830	32.308	81	240	384	195	99.8	1.5399999999999999e-24
Hydra|LOC100197001	Nematostella|LOC5512519	35.791	98	642	866	651	348.0	5.03e-109
Hydra|LOC100197002	Nematostella|LOC116613215	51.295	84	685	703	579	583.0	0.0
Hydra|LOC100197005	Nematostella|LOC5506584	28.358	84	236	248	201	90.9	4.02e-22
Hydra|LOC100197006	Nematostella|LOC5521141	31.302	68	2000	727	722	323.0	1.5599999999999998e-94
Hydra|LOC100197007	Nematostella|LOC5518530	48.276	90	161	245	145	147.0	8.85e-45
Hydra|LOC100197010	Nematostella|LOC5512787	57.175	66	619	696	446	532.0	0.0
Hydra|LOC100197014	Nematostella|LOC5521422	34.078	77	1763	2199	851	434.0	3.6100000000000003e-124
Hydra|LOC100197018	Nematostella|LOC5518836	37.764	73	446	472	331	245.0	1.95e-76
Hydra|LOC100197023	Nematostella|LOC116604820	61.765	88	446	456	408	536.0	0.0
Hydra|LOC100197025	Nematostella|LOC5513932	56.296	100	135	144	135	168.0	8.399999999999999e-55
Hydra|LOC100197032	Nematostella|LOC5503468	45.673	51	394	412	208	166.0	2.6900000000000003e-47
Hydra|LOC100197033	Nematostella|LOC5498901	55.046	99	428	455	436	472.0	3.05e-165
Hydra|LOC100197039	Nematostella|LOC5507061	38.117	66	676	497	446	340.0	7.550000000000001e-110
Hydra|LOC100197044	Nematostella|LOC5516563	40.909	92	1153	1208	1144	832.0	0.0
Hydra|LOC100197049	Nematostella|LOC5501394	30.0	35	201	1205	70	30.8	0.61
Hydra|LOC100197050	Nematostella|LOC5506664	58.14	92	387	468	387	474.0	7.16e-167
Hydra|LOC100197054	Nematostella|LOC5519770	61.702	96	577	568	564	723.0	0.0
Hydra|LOC100197055	Nematostella|LOC5522124	45.614	78	347	333	285	239.0	8.170000000000001e-77
Hydra|LOC100197056	Nematostella|LOC5510453	36.634	27	332	418	101	74.3	8.79e-15
Hydra|LOC100197057	Nematostella|LOC5503835	44.211	95	199	218	190	165.0	1.26e-51
Hydra|LOC100197059	Nematostella|LOC5515092	46.369	99	535	583	537	467.0	6.1e-160
Hydra|LOC100197067	Nematostella|LOC5516164	39.07	36	4923	3981	1505	1176.0	0.0
Hydra|LOC100197068	Nematostella|LOC5509831	25.0	69	613	684	352	96.3	8.47e-21
Hydra|LOC100197069	Nematostella|LOC5515479	30.38	80	373	440	316	142.0	2.83e-38
Hydra|LOC100197072	Nematostella|LOC5509416	31.193	55	192	229	109	65.5	2.74e-13
Hydra|LOC100197076	Nematostella|LOC5509978	29.002	69	578	619	431	165.0	4.93e-44
Hydra|LOC100197078	Nematostella|LOC5511746	31.307	73	3361	4350	1316	664.0	0.0
Hydra|LOC100197079	Nematostella|LOC5522309	41.192	81	434	440	369	280.0	2.53e-90
Hydra|LOC100197080	Nematostella|LOC5511081	44.586	99	452	493	471	406.0	1.46e-138
Hydra|LOC100197081	Nematostella|LOC5510587	33.333	7	1023	637	69	31.6	2.5
Hydra|LOC100197083	Nematostella|LOC5504731	61.221	90	621	611	557	703.0	0.0
Hydra|LOC100197084	Nematostella|LOC5512229	42.146	99	587	627	643	483.0	8.15e-165
Hydra|LOC100197090	Nematostella|LOC5518664	32.168	75	187	162	143	53.1	2.87e-09
Hydra|LOC100197092	Nematostella|LOC5516719	26.963	93	2250	2545	1554	404.0	2.47e-113
Hydra|LOC100197094	Nematostella|LOC5504678	47.368	87	385	405	342	317.0	8.92e-106
Hydra|LOC100197096	Nematostella|LOC5504843	62.025	82	382	368	316	408.0	3.3999999999999996e-142
Hydra|LOC100197101	Nematostella|LOC5502679	65.632	94	438	450	419	579.0	0.0
Hydra|LOC100197103	Nematostella|LOC116618122	42.969	95	866	1184	640	501.0	4.39e-161
Hydra|LOC100197105	Nematostella|LOC5517954	30.612	27	181	495	49	27.3	5.7
Hydra|LOC100197108	Nematostella|LOC5520000	47.573	76	266	210	206	175.0	1.2199999999999999e-54
Hydra|LOC100197109	Nematostella|LOC5515408	41.1	94	303	342	309	264.0	4.01e-87
Hydra|LOC100197110	Nematostella|LOC5504325	61.759	93	519	479	489	592.0	0.0
Hydra|LOC100197113	Nematostella|LOC5505898	48.986	98	350	364	345	369.0	2.15e-127
Hydra|LOC100197116	Nematostella|LOC116609382	25.177	71	385	536	282	85.9	3.09e-18
Hydra|LOC100197118	Nematostella|LOC5521817	48.558	100	204	213	208	224.0	4.31e-75
Hydra|LOC100197119	Nematostella|LOC5517843	25.0	80	361	481	296	113.0	1.02e-27
Hydra|LOC100197120	Nematostella|LOC5513579	44.778	82	919	991	766	663.0	0.0
Hydra|LOC100197122	Nematostella|LOC5509993	36.378	99	601	567	613	283.0	5.12e-88
Hydra|LOC100197123	Nematostella|LOC5520219	39.688	96	322	444	320	250.0	3.53e-80
Hydra|LOC100197125	Nematostella|LOC5511092	27.778	64	224	232	144	71.2	5.14e-15
Hydra|LOC100197126	Nematostella|LOC5505964	48.247	99	485	542	485	433.0	5.83e-148
Hydra|LOC100197130	Nematostella|LOC5518330	26.403	99	1237	508	481	138.0	2.91e-34
Hydra|LOC100197133	Nematostella|LOC5505913	17.874	31	627	4249	207	41.6	0.002
Hydra|LOC100197137	Nematostella|LOC116619403	24.581	46	311	421	179	51.2	2.77e-07
Hydra|LOC100197138	Nematostella|LOC5508189	62.424	100	324	330	330	429.0	4.0599999999999995e-152
Hydra|LOC100197141	Nematostella|LOC5513487	65.708	96	505	510	487	696.0	0.0
Hydra|LOC100197145	Nematostella|LOC5508182	38.217	27	581	416	157	120.0	1.38e-29
Hydra|LOC100197146	Nematostella|LOC5518548	67.557	71	366	471	262	362.0	6.23e-123
Hydra|LOC100197148	Nematostella|LOC5511746	31.565	58	2839	4350	1093	562.0	4.1100000000000005e-161
Hydra|LOC100197152	Nematostella|LOC5499345	57.383	99	767	773	772	883.0	0.0
Hydra|LOC100197153	Nematostella|LOC116615554	31.111	55	314	1326	90	41.6	0.000509
Hydra|LOC100197154	Nematostella|LOC125557540	51.182	100	583	1004	592	616.0	0.0
Hydra|LOC100197156	Nematostella|LOC5504794	79.376	93	445	446	417	714.0	0.0
Hydra|LOC100197158	Nematostella|LOC116620029	33.815	91	343	377	346	186.0	9.500000000000001e-56
Hydra|LOC100197164	Nematostella|LOC5511332	41.379	24	236	824	58	31.2	0.49
Hydra|LOC100197170	Nematostella|LOC5519120	48.255	92	1193	1254	1146	1070.0	0.0
Hydra|LOC100197171	Nematostella|LOC5499668	36.765	99	933	946	952	619.0	0.0
Hydra|LOC100197174	Nematostella|LOC5517405	42.662	89	384	449	293	220.0	7.899999999999999e-68
Hydra|LOC100197176	Nematostella|LOC5520710	88.452	100	406	407	407	753.0	0.0
Hydra|LOC100197178	Nematostella|LOC5517009	63.731	99	2455	2470	2487	3185.0	0.0
Hydra|LOC100197180	Nematostella|LOC5513043	52.162	95	737	794	740	739.0	0.0
Hydra|LOC100197183	Nematostella|LOC5504791	30.693	6	1551	3535	101	37.0	0.12
Hydra|LOC100197187	Nematostella|LOC5518211	37.069	29	721	664	232	160.0	1.46e-41
Hydra|LOC100197196	Nematostella|LOC5510067	38.312	58	202	181	154	90.5	5.55e-23
Hydra|LOC100197197	Nematostella|LOC5517120	24.119	92	385	623	369	74.3	2.18e-14
Hydra|LOC100197199	Nematostella|LOC5516376	47.763	100	954	958	961	942.0	0.0
Hydra|LOC100197202	Nematostella|LOC5510182	44.828	99	416	442	435	394.0	6.809999999999999e-135
Hydra|LOC100197204	Nematostella|LOC116612493	22.084	59	644	999	403	71.6	6.96e-13
Hydra|LOC100197205	Nematostella|LOC5518934	39.231	91	279	265	260	176.0	5.38e-54
Hydra|LOC100197207	Nematostella|LOC5509992	62.963	89	333	335	297	424.0	7.969999999999999e-150
Hydra|LOC100197208	Nematostella|LOC5515726	33.413	74	549	488	416	241.0	3.6800000000000003e-73
Hydra|LOC100197209	Nematostella|LOC5514570	29.688	29	194	373	64	27.7	4.2
Hydra|LOC100197210	Nematostella|LOC5506976	48.092	96	875	906	865	788.0	0.0
Hydra|LOC100197214	Nematostella|LOC5511331	26.934	82	887	1178	724	108.0	6.68e-24
Hydra|LOC100197217	Nematostella|LOC5518725	63.879	96	582	580	562	764.0	0.0
Hydra|LOC100197220	Nematostella|LOC5505449	41.272	99	719	746	739	537.0	0.0
Hydra|LOC100197222	Nematostella|LOC5516968	39.819	98	216	216	221	150.0	1.15e-45
Hydra|LOC100197225	Nematostella|LOC5522129	45.735	99	533	536	551	474.0	1.3800000000000001e-163
Hydra|LOC100197226	Nematostella|LOC5502105	31.361	73	1831	2127	338	171.0	2.5699999999999998e-42
Hydra|LOC100197228	Nematostella|LOC5513731	52.381	97	897	911	882	858.0	0.0
Hydra|LOC100197232	Nematostella|LOC5509222	20.71	68	246	350	169	41.6	0.000185
Hydra|LOC100197234	Nematostella|LOC5521148	46.726	90	375	435	336	320.0	8.130000000000001e-107
Hydra|LOC100197237	Nematostella|LOC116611673	49.398	24	350	306	83	75.5	1.83e-15
Hydra|LOC100197240	Nematostella|LOC116620826	57.653	99	1556	1555	1568	1850.0	0.0
Hydra|LOC100197241	Nematostella|LOC5512112	23.631	88	2947	20586	2666	566.0	4.47e-162
Hydra|LOC100197243	Nematostella|LOC5514580	42.264	73	346	351	265	200.0	1.07e-61
Hydra|LOC100197245	Nematostella|LOC5511629	44.444	74	118	114	90	71.6	1.69e-17
Hydra|LOC100197248	Nematostella|LOC5518248	46.429	26	216	269	56	51.2	6.06e-08
Hydra|LOC100197250	Nematostella|LOC5518935	43.348	80	286	263	233	199.0	2.46e-63
Hydra|LOC100197255	Nematostella|LOC5507765	45.977	67	450	559	261	214.0	1.39e-63
Hydra|LOC100197260	Nematostella|LOC116619534	28.736	19	449	278	87	31.2	1.0
Hydra|LOC100197262	Nematostella|LOC5509626	34.426	63	176	195	122	42.7	2.16e-05
Hydra|LOC100197263	Nematostella|LOC5517670	42.294	96	296	281	279	234.0	1.89e-76
Hydra|LOC100197265	Nematostella|LOC5520566	46.25	77	309	269	240	214.0	1.83e-68
Hydra|LOC100197269	Nematostella|LOC5520061	54.467	97	348	356	347	355.0	3.95e-122
Hydra|LOC100197273	Nematostella|LOC5513915	48.413	29	1314	1415	252	204.0	4.86e-53
Hydra|LOC100197276	Nematostella|LOC5511143	39.811	98	1818	1768	1801	1322.0	0.0
Hydra|LOC100197277	Nematostella|LOC5509154	41.908	73	798	1306	587	440.0	5.889999999999999e-138
Hydra|LOC100197279	Nematostella|LOC116601977	51.931	99	651	704	699	685.0	0.0
Hydra|LOC100197285	Nematostella|LOC5506960	46.388	81	703	814	623	524.0	1.1699999999999999e-176
Hydra|LOC100197286	Nematostella|LOC5503066	33.57	77	783	763	703	356.0	1.29e-111
Hydra|LOC100197287	Nematostella|LOC5511228	26.939	96	1971	4234	1689	288.0	4.29e-78
Hydra|LOC100197288	Nematostella|LOC5511079	29.167	56	129	900	72	34.7	0.008
Hydra|LOC100197294	Nematostella|LOC5507810	39.823	95	763	1145	791	472.0	7.59e-152
Hydra|LOC100197296	Nematostella|LOC5511761	52.121	82	190	181	165	114.0	3.13e-32
Hydra|LOC100197297	Nematostella|LOC5509145	46.043	64	181	154	139	64.3	2.02e-13
Hydra|LOC100197298	Nematostella|LOC5512582	18.792	9	1665	1520	149	36.6	0.16
Hydra|LOC100197301	Nematostella|LOC5507503	63.482	99	755	746	764	997.0	0.0
Hydra|LOC100197302	Nematostella|LOC5520265	52.257	100	1694	1702	1728	1712.0	0.0
Hydra|LOC100197304	Nematostella|LOC5514218	72.512	90	234	244	211	328.0	5.889999999999999e-115
Hydra|LOC100197305	Nematostella|LOC5507778	60.0	97	584	725	575	717.0	0.0
Hydra|LOC100197306	Nematostella|LOC116614757	30.137	18	1584	415	219	62.4	9.75e-10
Hydra|LOC100197308	Nematostella|LOC116617785	26.829	98	463	518	492	92.4	5.19e-20
Hydra|LOC100197309	Nematostella|LOC5506864	43.646	99	711	712	724	562.0	0.0
Hydra|LOC100197310	Nematostella|LOC5508104	41.014	98	651	696	651	488.0	8.27e-165
Hydra|LOC100197311	Nematostella|LOC5510819	90.909	100	143	143	143	270.0	6.77e-95
Hydra|LOC100197314	Nematostella|LOC5516148	74.383	40	820	865	324	501.0	2.0399999999999998e-165
Hydra|LOC100197315	Nematostella|LOC5506263	54.633	90	345	345	313	335.0	1.16e-114
Hydra|LOC100197320	Nematostella|LOC5511546	46.936	72	1529	1533	767	696.0	0.0
Hydra|LOC100197326	Nematostella|LOC116612870	27.333	79	169	173	150	42.7	1.88e-05
Hydra|LOC100197328	Nematostella|LOC116611066	26.16	99	2896	2864	3039	942.0	0.0
Hydra|LOC100197329	Nematostella|LOC5511071	36.315	98	927	944	939	578.0	0.0
Hydra|LOC100197333	Nematostella|LOC5502481	54.949	89	318	310	293	308.0	5.45e-105
Hydra|LOC100197335	Nematostella|LOC5510983	58.811	95	1090	1234	454	575.0	0.0
Hydra|LOC100197338	Nematostella|LOC5502098	62.5	84	162	207	136	176.0	1.11e-56
Hydra|LOC100197343	Nematostella|LOC116618806	23.941	45	996	837	543	64.3	2.54e-10
Hydra|LOC100197345	Nematostella|LOC5501881	41.454	85	599	579	509	399.0	1.1600000000000001e-132
Hydra|LOC100197347	Nematostella|LOC116620378	41.995	43	996	4412	431	333.0	1.7699999999999998e-95
Hydra|LOC100197355	Nematostella|LOC5510236	32.456	90	294	444	228	85.9	6.89e-19
Hydra|LOC100197356	Nematostella|LOC5521731	38.627	70	328	431	233	197.0	1.0700000000000001e-59
Hydra|LOC100197357	Nematostella|LOC5510684	88.298	100	188	184	188	335.0	1.81e-119
Hydra|LOC100197360	Nematostella|LOC5506714	49.867	95	389	405	375	400.0	1.27e-138
Hydra|LOC100197364	Nematostella|LOC5521233	43.787	81	208	181	169	142.0	6.7600000000000005e-43
Hydra|LOC100197366	Nematostella|LOC116601175	36.965	87	578	538	514	333.0	5.65e-108
Hydra|LOC100197367	Nematostella|LOC5511395	82.428	99	317	315	313	544.0	0.0
Hydra|LOC100197368	Nematostella|LOC5511833	66.414	86	589	996	527	669.0	0.0
Hydra|LOC100197374	Nematostella|LOC5510480	33.333	90	376	393	348	173.0	2.41e-50
Hydra|LOC100197376	Nematostella|LOC5511854	53.743	99	523	523	521	616.0	0.0
Hydra|LOC100197378	Nematostella|LOC5509736	39.686	98	504	529	509	371.0	1.27e-123
Hydra|LOC100197379	Nematostella|LOC5517242	30.256	68	279	313	195	94.0	1.9300000000000001e-22
Hydra|LOC100197380	Nematostella|LOC5506017	61.702	95	148	147	141	179.0	4.46e-59
Hydra|LOC100197382	Nematostella|LOC125560636	42.373	19	587	366	118	103.0	6.19e-24
Hydra|LOC100197383	Nematostella|LOC5517182	47.482	98	560	562	556	520.0	1.54e-180
Hydra|LOC100197385	Nematostella|LOC5516436	53.088	99	598	602	599	647.0	0.0
Hydra|LOC100197386	Nematostella|LOC5504196	39.753	96	371	423	405	288.0	2.26e-94
Hydra|LOC100197387	Nematostella|LOC5510354	42.857	9	543	782	49	32.0	0.93
Hydra|LOC100197388	Nematostella|LOC5521304	46.988	67	123	118	83	85.1	1.22e-22
Hydra|LOC100197389	Nematostella|LOC5500616	55.705	87	491	445	447	506.0	6.52e-178
Hydra|LOC100197391	Nematostella|LOC5501511	28.916	70	554	2100	166	52.0	8.19e-07
Hydra|LOC100197392	Nematostella|LOC5514287	44.262	80	219	338	183	145.0	2.98e-42
Hydra|LOC100197394	Nematostella|LOC5518089	33.974	91	156	194	156	100.0	2.2300000000000003e-27
Hydra|LOC100197395	Nematostella|LOC5501978	53.571	99	551	536	560	589.0	0.0
Hydra|LOC100197403	Nematostella|LOC5501321	69.251	89	436	436	387	575.0	0.0
Hydra|LOC100197405	Nematostella|LOC5503178	64.005	96	902	925	864	1179.0	0.0
Hydra|LOC100197406	Nematostella|LOC5505365	38.356	92	998	1088	949	660.0	0.0
Hydra|LOC100197412	Nematostella|LOC5507212	66.187	100	415	416	417	590.0	0.0
Hydra|LOC100197413	Nematostella|LOC5512579	35.294	55	284	344	170	89.4	1.77e-20
Hydra|LOC100197414	Nematostella|LOC5522375	54.819	44	381	390	166	146.0	2.62e-40
Hydra|LOC100197415	Nematostella|LOC5515956	47.656	94	267	270	256	263.0	2.4700000000000002e-88
Hydra|LOC100197417	Nematostella|LOC5520930	56.338	99	214	238	213	254.0	1.88e-86
Hydra|LOC100197425	Nematostella|LOC5504629	61.714	92	190	193	175	205.0	4.919999999999999e-68
Hydra|LOC100197427	Nematostella|LOC5506211	40.26	98	465	484	462	333.0	4.66e-110
Hydra|LOC100197429	Nematostella|LOC116613872	68.07	86	330	291	285	431.0	4.2e-153
Hydra|LOC100197430	Nematostella|LOC5519356	69.065	98	424	428	417	597.0	0.0
Hydra|LOC100197434	Nematostella|LOC5503963	47.458	95	669	671	649	590.0	0.0
Hydra|LOC100197439	Nematostella|LOC5509607	42.125	86	318	363	273	220.0	1.01e-69
Hydra|LOC100197441	Nematostella|LOC5520751	33.402	37	1115	3327	485	259.0	1.98e-70
Hydra|LOC100197445	Nematostella|LOC5506328	33.392	91	633	595	572	347.0	1.05e-111
Hydra|LOC100197446	Nematostella|LOC5515761	23.245	89	443	552	413	74.7	2.06e-14
Hydra|LOC100197448	Nematostella|LOC5521765	58.237	100	430	428	431	542.0	0.0
Hydra|LOC100197450	Nematostella|LOC116618648	33.333	26	200	868	51	32.3	0.15
Hydra|LOC100197452	Nematostella|LOC5500253	58.621	67	514	531	348	407.0	1.5699999999999998e-137
Hydra|LOC100197456	Nematostella|LOC5512285	72.191	99	878	881	881	1268.0	0.0
Hydra|LOC100197458	Nematostella|LOC5504813	39.362	64	276	202	188	130.0	2.12e-37
Hydra|LOC100197460	Nematostella|LOC5507746	45.455	28	232	250	66	61.6	1.79e-11
Hydra|LOC100197463	Nematostella|LOC5504057	62.866	100	301	305	307	414.0	5.71e-147
Hydra|LOC100197468	Nematostella|LOC5516969	84.074	99	274	271	270	484.0	1.73e-175
Hydra|LOC100197472	Nematostella|LOC5515178	63.238	89	664	660	593	801.0	0.0
Hydra|LOC100197473	Nematostella|LOC5520876	47.771	95	166	156	157	159.0	1.05e-50
Hydra|LOC100197474	Nematostella|LOC5520600	42.373	98	240	276	236	192.0	3.7099999999999996e-61
Hydra|LOC100197476	Nematostella|LOC5510865	31.478	95	4431	4356	4365	1745.0	0.0
Hydra|LOC100197477	Nematostella|LOC5519036	47.239	44	699	863	326	261.0	6.74e-76
Hydra|LOC100197478	Nematostella|LOC5505995	51.124	79	223	203	178	192.0	5.57e-62
Hydra|LOC100197480	Nematostella|LOC5519396	27.32	22	2240	3226	388	125.0	2.8e-28
Hydra|LOC100197481	Nematostella|LOC5502345	45.714	15	233	1110	35	31.2	0.47
Hydra|LOC100197482	Nematostella|LOC5508157	38.768	74	370	336	276	210.0	1.86e-65
Hydra|LOC100197483	Nematostella|LOC5520673	40.273	60	487	361	293	219.0	3.82e-67
Hydra|LOC100197484	Nematostella|LOC5511978	43.369	77	353	327	279	237.0	3.48e-76
Hydra|LOC100197488	Nematostella|LOC116618717	34.928	91	447	452	418	267.0	4.73e-85
Hydra|LOC100197493	Nematostella|LOC5516133	54.054	77	336	316	259	283.0	1.04e-94
Hydra|LOC100197494	Nematostella|LOC5513179	39.608	84	288	305	255	176.0	1.26e-53
Hydra|LOC100197495	Nematostella|LOC5522131	39.925	96	466	538	531	348.0	2.9e-115
Hydra|LOC100197496	Nematostella|LOC5521884	49.451	96	643	634	637	613.0	0.0
Hydra|LOC100197497	Nematostella|LOC5518028	47.692	86	299	297	260	257.0	3.3000000000000003e-85
Hydra|LOC100197498	Nematostella|LOC5506085	39.365	65	484	495	315	235.0	8.670000000000001e-72
Hydra|LOC100197499	Nematostella|LOC116618984	50.847	33	361	197	118	135.0	3.44e-38
Hydra|LOC100197501	Nematostella|LOC116616573	50.751	90	962	1004	865	834.0	0.0
Hydra|LOC100197502	Nematostella|LOC5505116	43.548	100	182	167	186	131.0	2.9e-39
Hydra|LOC100197503	Nematostella|LOC5521573	64.414	96	228	258	222	309.0	1.68e-107
Hydra|LOC100197507	Nematostella|LOC5519202	22.523	68	195	1195	111	37.0	0.004
Hydra|LOC100197510	Nematostella|LOC5517751	31.532	93	2402	2483	1110	619.0	0.0
Hydra|LOC100197511	Nematostella|LOC116613484	82.664	99	545	552	548	911.0	0.0
Hydra|LOC100197512	Nematostella|LOC5502920	33.235	98	3343	3457	3406	1905.0	0.0
Hydra|LOC100197513	Nematostella|LOC5509656	96.818	98	451	451	440	880.0	0.0
Hydra|LOC100197515	Nematostella|LOC5512648	35.526	70	532	439	380	233.0	5.89e-71
Hydra|LOC100197516	Nematostella|LOC5506314	42.647	94	142	164	136	119.0	3.14e-35
Hydra|LOC100197517	Nematostella|LOC5509848	41.573	69	124	430	89	59.7	1.2e-11
Hydra|LOC100197518	Nematostella|LOC5514619	33.053	89	507	487	475	235.0	1.5e-71
Hydra|LOC100197520	Nematostella|LOC5510548	57.277	86	498	426	426	524.0	0.0
Hydra|LOC100197521	Nematostella|LOC5515836	72.978	99	587	1074	581	867.0	0.0
